dataset,sample_id,candidate_set,anchor_candidate_audio_cosine,candidate_pairwise_audio_cosine,unique_candidate_count,same_video_or_self_count,semantic_class_available,same_semantic_class_rate,unique_semantic_class_count
vggss,10aF24rMeu0_000030,random4,0.4814039,0.6250338,4,0,True,0.0,4
vggss,10hGfv89L3g_000030,random4,0.65295506,0.66790533,4,0,True,0.0,4
vggss,115l3adqQ1M_000417,random4,0.6806667,0.5903301,4,0,True,0.0,4
vggss,126AbihZt28_000009,random4,0.5514603,0.5581015,4,0,True,0.0,4
vggss,12T-9dLEbY8_000020,random4,0.6388197,0.6423073,4,0,True,0.0,4
vggss,130v5XJl8G0_000070,random4,0.5613638,0.5951461,4,0,True,0.0,4
vggss,13W_9xdaOZE_000068,random4,0.69204384,0.60728496,4,0,True,0.0,4
vggss,14jcqHjMXcI_000000,random4,0.5390318,0.5989518,4,0,True,0.0,4
vggss,14lBeX_dOHU_000234,random4,0.55399114,0.61147594,4,0,True,0.0,4
vggss,14tRPoQA4q0_000004,random4,0.5508691,0.51017976,4,0,True,0.0,4
vggss,15Mw2jyyHk0_000030,random4,0.47820288,0.59257126,4,0,True,0.0,4
vggss,15pi8h_bHQE_000173,random4,0.60662615,0.65108246,4,0,True,0.0,4
vggss,169a2JSphHA_000269,random4,0.648871,0.6137618,4,0,True,0.0,4
vggss,16CvcIXIjzQ_000332,random4,0.5943382,0.53699785,4,0,True,0.0,4
vggss,17K-oEuH1p0_000020,random4,0.48674595,0.6066649,4,0,True,0.25,4
vggss,17WW_p1N7BQ_000030,random4,0.68409634,0.6119779,4,0,True,0.0,4
vggss,17yDXvJTdeo_000603,random4,0.6932773,0.6042865,4,0,True,0.0,4
vggss,18212B4yfLg_000080,random4,0.6556029,0.6805343,4,0,True,0.0,4
vggss,18r-Vtspi8g_000030,random4,0.6291721,0.6283514,4,0,True,0.0,4
vggss,190Zx0wVrhQ_000003,random4,0.68545824,0.6186716,4,0,True,0.0,4
vggss,19r6_MQei4M_000119,random4,0.5494842,0.6038521,4,0,True,0.0,4
vggss,1ACn3u5UnBw_000030,random4,0.7006594,0.6426121,4,0,True,0.0,4
vggss,1CZ-bybGzu4_000030,random4,0.5935908,0.6072206,4,0,True,0.0,4
vggss,1D6UsaTflJ8_000060,random4,0.5006638,0.6362439,4,0,True,0.0,4
vggss,1ETrMAVZdY8_000030,random4,0.64188075,0.59033626,4,0,True,0.0,4
vggss,1ErGsKIlhAI_000051,random4,0.686488,0.6345775,4,0,True,0.0,4
vggss,1F3_bvIT0ig_000000,random4,0.6931344,0.6418385,4,0,True,0.0,4
vggss,1F9zCsJyw6k_000230,random4,0.5519795,0.58852243,4,0,True,0.0,4
vggss,1FWUnWVX5Xk_000159,random4,0.5866195,0.6186773,4,0,True,0.0,4
vggss,1FnA3w94zXI_000030,random4,0.6036477,0.5913282,4,0,True,0.25,4
vggss,1GDAnA4hAqQ_000105,random4,0.59629864,0.66097766,4,0,True,0.0,4
vggss,1HUCwslugK8_000283,random4,0.57386154,0.5468187,4,0,True,0.0,4
vggss,1Isq_KJHriU_000016,random4,0.61690325,0.61351585,4,0,True,0.0,4
vggss,1JY4rwQZn3s_000011,random4,0.62828684,0.6012718,4,0,True,0.0,4
vggss,1JsIcP2nXMw_000108,random4,0.6635223,0.5797561,4,0,True,0.0,4
vggss,1MTKUN3uFrs_000440,random4,0.71338177,0.59089446,4,0,True,0.0,4
vggss,1MaEJRh2oGY_000034,random4,0.56111765,0.5799683,4,0,True,0.0,4
vggss,1MaEJRh2oGY_000089,random4,0.63405377,0.6120204,4,0,True,0.25,4
vggss,1OFDyTzUj24_000030,random4,0.65690976,0.5788162,4,0,True,0.0,4
vggss,1P9yEzO1Bic_000025,random4,0.6666504,0.6500183,4,0,True,0.0,4
vggss,1PN-bfs2EhY_000030,random4,0.64983827,0.58362633,4,0,True,0.0,4
vggss,1Qvce8w_Vds_000011,random4,0.6404303,0.5634051,4,0,True,0.0,4
vggss,1RhYdQnZ_hw_000030,random4,0.6937608,0.61753505,4,0,True,0.0,4
vggss,1SJFTbu1abo_000042,random4,0.5674682,0.6270028,4,0,True,0.0,4
vggss,1TAOyk0Xgss_000370,random4,0.5807748,0.59680384,4,0,True,0.0,4
vggss,1TJrceFMGrU_000114,random4,0.7061458,0.6579065,4,0,True,0.0,4
vggss,1Tg9VvRZN5k_000030,random4,0.51433694,0.6271322,4,0,True,0.0,4
vggss,1Thl21awe2g_000020,random4,0.7084968,0.73802775,4,0,True,0.0,4
vggss,1U8Y6VifI-M_000050,random4,0.57819474,0.5990961,4,0,True,0.0,4
vggss,1UXkMZNI5o4_000373,random4,0.5697251,0.64582306,4,0,True,0.0,4
vggss,1V-_jMSJR6A_000024,random4,0.6606538,0.6210061,4,0,True,0.0,4
vggss,1VHm2PacRWc_000020,random4,0.6686928,0.63309413,4,0,True,0.0,4
vggss,1WLMVX_Y2Pk_000018,random4,0.57694596,0.5716935,4,0,True,0.0,4
vggss,1_0T2ZIjWnw_000031,random4,0.56599075,0.64277744,4,0,True,0.0,4
vggss,1_JeO9Pg1aQ_000020,random4,0.502717,0.60583806,4,0,True,0.0,3
vggss,1_Q80fDGLRM_000010,random4,0.67417014,0.598785,4,0,True,0.0,4
vggss,1_v-Kro86Io_000010,random4,0.57295537,0.5690998,4,0,True,0.0,4
vggss,1_xoCNmTn3Y_000012,random4,0.59810305,0.6058448,4,0,True,0.0,4
vggss,1_yyvTRVoZQ_000002,random4,0.7181432,0.67870396,4,0,True,0.0,3
vggss,1_yyvTRVoZQ_000209,random4,0.53061104,0.5826148,4,0,True,0.0,4
vggss,1aDnyPubxdY_000118,random4,0.70387954,0.61644936,4,0,True,0.0,4
vggss,1cqcTbDxsHM_000130,random4,0.5968698,0.5991388,4,0,True,0.0,4
