sample_id,AUD_iou,IQR_iou
-fTfRh0_RQ4_000030,0.4565748737167997,0.4545082637866143
-g-GjgEq8l4_000017,0.11872262078598184,0.13491623978956113
-gCqnkIUmp0_000140,0.09300492610837438,0.0902402500162771
-gSfPQqi6nI_000030,0.5347260462555066,0.47976715470100545
-hYRFCQdbLg_000030,0.5183863460046547,0.5387710621175287
-hedbpc8T0E_000030,0.5457522543901282,0.5351924406545286
-hss7xpzIVc_000030,0.09973270965586369,0.08506480148117672
-iF4a6f5PJ8_000000,0.5508902884690149,0.5204405597146553
-iF4a6f5PJ8_000060,0.6182368193604149,0.6178462069262949
-jZENGDFArw_000080,0.3490955600219258,0.35655300485993124
-kPDH9n0PG4_000310,0.012924620551847286,0.01675386841812312
-kZVoaYYU6o_000000,0.4590269159998288,0.4018639168140829
-lPXTBXa0tE_000030,0.4118012016718913,0.41300940438871475
-mKtgDnG0oM_000030,0.017715006794797126,0.01382138517618469
-nQ9a0P1TlY_000023,0.12303813425780019,0.10374701036407122
-oGJwGEsIiA_000090,0.4275653488874487,0.42885546334716457
-oOARU0JwWE_000153,0.12272812441446505,0.11910877486410609
-oSzD8P2BtU_000030,0.4336140815747137,0.6688677845377653
-ocADGlyaHc_000030,0.6742612011439466,0.5966615649512148
-r2-9oyIzkQ_000030,0.4800173761946134,0.4710681426106958
-r3nM90RCNs_000161,0.4757105943152455,0.465267498414041
-rTTPoBJNI4_000123,0.42608978882796805,0.4288394837095582
-rb6uia1wSo_000190,0.24352464481715136,0.2398744430943702
-rqhMzJRYoc_000030,0.3021316958713993,0.31561080064762104
-t-htrAtNvM_000030,0.6857828820355428,0.6954293458174202
-u-40BIU1HE_000003,0.15563181267662496,0.1590321970890303
-uD3ZbhFTnk_000077,0.10187531677648251,0.1081450211075242
-vAtBe4LMCQ_000063,0.21301267878897262,0.21494263340010927
-wi8kPVJLcw_000205,0.6027111363267953,0.5926196121344762
-wnDAPcoPsk_000030,0.5684788654060067,0.584284996049702
-xQbyezhw_k_000040,0.14023184759166069,0.131397145714026
-yicwYUKKuo_000304,0.6432010046745273,0.6311738723062509
-z3AAq0FK-0_000001,0.5399661847014925,0.5178352519061146
-z4OZ7ls5Bo_000540,0.32649786592214625,0.33137575815923753
-zCtwbk005g_000030,0.7125245517990723,0.6740168898746055
-zSyfcXmHdk_001083,0.021155498281786943,0.02968093000247341
-zgGL2o1jqw_000080,0.6621943143074395,0.6302343308170842
-ziWHyk_fYQ_000106,0.10912043585310913,0.10834590246354953
0-jDld11jhw_000093,0.6093244118281891,0.6215017251766253
007P6bFgRCU_000010,0.015393586005830904,0.01071946528784917
00QQLLcny14_000083,0.045329016284163415,0.03794442784583209
00wORCOKNHw_000014,0.34627508264780504,0.3484315340271019
00z0M1DJyAw_000090,0.19797464958755281,0.17943107221006566
01SaXyGY5SM_000030,0.6122313450857281,0.6362948960302457
02UvvE1oA1I_000030,0.7664632658042471,0.7010527351436442
030h_KwNm-g_000003,0.6072042640990372,0.6077518723818389
