sample_id,sample_index,d_pos,d_neg_mean,d_neg_min,d_neg_max,margin,violation,softplus_loss,normalized_margin,group,delta_iou,aud_iou,ogl_iou,aud_precision,aud_coverage,aud_area,aud_gap,aud_auroc,aud_nearfp_response,auto_taxonomy
-8cgbhIR_pw_000030,16,6.774285429855809e-05,3.742326316569233e-05,3.12046759063378e-05,4.29908286605496e-05,-3.0319591132865753e-05,True,0.6931623404704215,-0.28830189395239897,transition,0.0584922960071863,0.2791390558380849,0.3376313518452713,0.3003371469629138,0.7981786131858826,0.3605907206632653,-0.0501210689544677,0.407379150390625,0.761603593826294,OVER
-A3zsFeU_OI_000030,17,3.301490141893737e-05,4.873410944128409e-05,1.6658645108691417e-05,0.0001196973098558,1.571920802234672e-05,False,0.6931393209868209,0.1922862144098354,B_close,2.786288533601633e-05,0.1472124057176011,0.1472402686029371,0.1545404208194906,0.7563685774803162,0.3599330357142857,0.0580367445945739,0.587188720703125,0.7040241956710815,OVER
-ANxUxvGASw_000010,18,2.3771759515511803e-05,4.973101022187621e-05,3.455062324064784e-05,6.240351649466902e-05,2.5959250706364407e-05,False,0.6931342010188275,0.35317377081079127,B_close,0.0293999518033577,0.0881355932203389,0.1175355450236966,0.0881355932203389,1.0,0.3645169005102041,0.0563426613807678,0.6678009033203125,0.8699154257774353,OVER
-ByoSbgzr4M_000000,19,0.0001487308181822,0.0004625820911314,0.000147810409544,0.0009363395511172,0.0003138512729492,False,0.6929902672362983,0.5134052751940018,B_close,0.0238707133089441,0.3382392056033336,0.3621099189122778,0.9698741578746664,0.3418305516242981,0.1567881058673469,0.0475015044212341,0.55169677734375,0.488042414188385,GOOD
-CZ1LIc8aos_000020,20,5.736173989134841e-05,0.0001118452873924,4.747104685520753e-05,0.0002209764352301,5.448354750105159e-05,False,0.6931199391572519,0.3219934068559285,A_ogl_help,0.1768393527403441,0.422462012772517,0.5993013655128612,0.422462012772517,1.0,0.4525071747448979,0.1173350811004638,0.8923187255859375,0.7893480062484741,OVER
-Cr0WQoFQQs_000045,21,3.03613214782672e-05,2.770499668258708e-05,9.403811418451369e-06,3.6504345189314336e-05,-2.6563247956801206e-06,True,0.6931485087232252,-0.045746395398709824,transition,0.0689325356250155,0.3857989582709692,0.4547314938959848,0.3857989582709692,1.0,0.3328882334183674,0.1272445917129516,0.8701019287109375,0.7505871057510376,OVER
-Cv3gOXEoxA_000040,22,3.079383895965293e-05,3.740709280464216e-05,1.6156607671291567e-05,4.7738998546265066e-05,6.613253844989231e-06,False,0.6931438739384898,0.09696720524109073,transition,0.0658144664305052,0.2838128176911387,0.3496272841216439,0.2979425679392672,0.8568264245986938,0.3622847576530612,-0.0325721502304077,0.4620513916015625,0.8161643743515015,OVER
-D64b_8YJK4_000046,23,6.161227702250471e-06,4.384240128274541e-05,3.380875205039047e-05,5.5928645451786e-05,3.7681173580494935e-05,False,0.6931283401506388,0.7535687627438562,B_close,0.0412129989890962,0.2640790292470442,0.3052920282361404,0.2640790292470442,1.0,0.5124362244897959,0.0525998473167419,0.730865478515625,0.834946870803833,OVER
-E5o64ACjm0_000017,24,4.077914491062984e-05,0.0001031542269629,7.30367682990618e-05,0.0001893403969006,6.237508205227016e-05,False,0.6931159935052505,0.4333608030368146,B_close,0.0428050870484481,0.1710043161759969,0.213809403224445,0.178303946263644,0.8068389296531677,0.5934111926020408,-0.0747339725494384,0.3742218017578125,0.8364659547805786,OVER
-FoTxwPOz3U_000000,25,2.883739944081753e-05,9.16435310500674e-05,6.391974602593109e-05,0.0001079113353625,6.280613160924986e-05,False,0.6931157779872169,0.5212952027516612,B_close,-0.0019705667289383,0.1853804595456616,0.1834098928167232,0.1854287388501855,0.9985975027084352,0.3061025191326531,0.0031844973564147,0.5554656982421875,0.8695948719978333,OVER
-GOaBCyC5Js_000087,26,1.8813632777892053e-05,5.490230842042365e-05,1.5621091733919457e-05,0.0001349633967038,3.60886756425316e-05,False,0.6931291363849231,0.4895640558380623,transition,0.0564796641388196,0.3902727525744503,0.4467524167132699,0.3902727525744503,1.0,0.2864317602040816,0.1593871116638183,0.903900146484375,0.7504966259002686,OVER
-GW1J75oAKU_000304,27,1.5802992493263446e-05,0.0002024888817686,0.0001417356543242,0.0002786896075122,0.00018668588927533655,False,0.6930538419717602,0.8552122659232632,transition,-0.068656077252971,0.4815268255522907,0.4128707482993197,0.999661112680034,0.4816054403781891,0.3528579400510204,-0.0128947496414184,0.4933763586956521,0.5967872738838196,GOOD
-HMEhGV38GM_000216,28,0.0001300173607887,8.247985715570394e-05,7.541571540059522e-05,9.602859063306823e-05,-4.753750363299607e-05,True,0.6931709495942385,-0.22370882719850277,B_close,-0.0308301897846829,0.1750737067810238,0.1442435169963409,0.1779739523731676,0.9148459434509276,0.3657326211734694,0.0180467367172241,0.5154266357421875,0.7830947637557983,OVER
-IKnJa9U66I_000150,29,7.148110307753086e-05,0.0001239191151398,8.023002010304481e-05,0.0001698108681011,5.243801206226913e-05,False,0.6931209618976323,0.26836209433289204,A_ogl_help,0.113999117770328,0.3059575267806803,0.4199566445510083,0.3059575267806803,1.0,0.4241868622448979,0.1002135276794433,0.74542236328125,0.7698185443878174,OVER
-Igq1W20Gi8_000000,30,4.058132981299423e-05,5.8332881053502206e-05,3.945797652704641e-05,8.299069304484874e-05,1.775155124050798e-05,False,0.6931383048237147,0.17946411244187113,A_ogl_help,0.1187765410195333,0.2787280578767315,0.3975045988962649,0.2787280578767315,1.0,0.3553691007653061,0.0925003290176391,0.941680908203125,0.8713980913162231,OVER
