dataset,model,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,short_step064,AddTP,460.00407134548277,0.0,0.0,287.75,287.75,426.27342477704536,495.41587824738275,5158
vggss,short_step064,AddFP,1267.5887941062426,479.0,34.0,1600.75,1566.75,1214.6600281116712,1323.2616372625048,5158
vggss,short_step064,entropy,5.274698717189439,5.2751194287693774,5.273691151812123,5.276155533585225,0.0024643817731018203,5.274644877060178,5.274755221809957,5158
vggss,short_step064,normalized_entropy,0.9993528101866632,0.9994325188718853,0.9991619152473965,0.9996288209385777,0.0004669056911812408,0.9993423672357911,0.9993626207457323,5158
vggss,short_step064,iou,0.41640125245190296,0.4422091026181084,0.249396054399877,0.5806662360048324,0.33127018160495536,0.41080167546054497,0.42195347239813913,5158
vggss,short_step064,raw_range,0.0016082825994381941,0.0015914042014628649,0.0013397411676123738,0.001850332017056644,0.0005105908494442701,0.0015979669847138898,0.0016187955731580275,5158
vggss,lambda025k_best,gt_response,0.737662045483075,0.7422200441360474,0.6658415198326111,0.814660370349884,0.14881885051727295,0.7346025278965189,0.7406484951034673,5156
vggss,lambda025k_best,nearfp_response,0.7035923420619494,0.7127765417098999,0.6366779208183289,0.781235933303833,0.14455801248550415,0.7006630982247186,0.7063287470528645,5075
vggss,lambda025k_best,gt_nearfp_gap,0.0365896157942382,0.04543048143386841,-0.01758497953414917,0.1024446189403534,0.12002959847450256,0.033837454198249454,0.039388349551725856,5075
vggss,lambda025k_best,gt_vs_nearfp_auroc,0.5978643418207754,0.6135101318359375,0.48242950439453125,0.7337417602539062,0.251312255859375,0.5927134769228701,0.6030104253407884,5075
vggss,lambda025k_best,coverage,0.7763495446063451,0.8093061121516181,0.6487675432620248,0.9607833394896068,0.312015796227582,0.7708386120734265,0.7817696425939217,5158
vggss,lambda025k_best,precision,0.5276396416879305,0.5273958838097363,0.26282042418460966,0.8018620393009146,0.5390416151163049,0.5192287549535468,0.5360049944626019,5158
vggss,lambda025k_best,background_response,0.4538618058804513,0.4566158950328827,0.38089771568775177,0.5244310200214386,0.14353330433368683,0.4512824727226298,0.45645981122057605,5155
vggss,lambda025k_best,pred_area_ratio,0.4193790552099573,0.4067980707908163,0.32010821906887754,0.5067562181122449,0.18664799904336737,0.41557372594802094,0.42309121166468056,5158
vggss,lambda025k_best,fp_area_ratio,0.20134843845205785,0.17611009247448978,0.07605727838010204,0.30153360172193877,0.22547632334183673,0.19733964421197062,0.2054995221589296,5158
vggss,lambda025k_best,RemoveFP,4458.770259790616,3478.0,1402.0,6412.75,5010.75,4354.11908685537,4561.969610314075,5158
vggss,lambda025k_best,RemoveTP,2156.9145017448623,1032.0,75.25,3120.0,3044.75,2076.366043039938,2235.9665471112835,5158
vggss,lambda025k_best,AddTP,523.3315238464521,0.0,0.0,385.75,385.75,488.40114870104696,561.7246994959286,5158
vggss,lambda025k_best,AddFP,1655.7685149282668,630.0,59.0,2192.0,2133.0,1585.394581233036,1731.0416246607213,5158
vggss,lambda025k_best,entropy,5.2749757301150195,5.275454840872607,5.274053686265674,5.276429815598819,0.002376129333145016,5.274919740140672,5.275032384880854,5158
vggss,lambda025k_best,normalized_entropy,0.9994052934962284,0.9994960665825516,0.9992306016017025,0.9996807868452136,0.0004501852435110365,0.9993951552985685,0.9994158627786575,5158
vggss,lambda025k_best,iou,0.4079871751650881,0.4318915290657268,0.2448646058794135,0.5680930464579953,0.3232284405785818,0.40222706519653795,0.4136187312097661,5158
vggss,lambda025k_best,raw_range,0.0016709746652166855,0.0016274629160761833,0.0013590656453743577,0.0019138326169922948,0.0005547669716179371,0.001658904947708693,0.0016832599796914231,5158
vggss,lambda025k_latest,gt_response,0.43101724055129675,0.3859948366880417,0.28529223799705505,0.5680047869682312,0.28271254897117615,0.4259583939612129,0.4357658836841034,5156
vggss,lambda025k_latest,nearfp_response,0.418999669375678,0.38021424412727356,0.27848270535469055,0.5415256023406982,0.2630428969860077,0.4140949882858346,0.423765747008102,5075
