dataset,model,reference,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,short_step064,short_step000,gt_nearfp_gap,0.004605585580388901,0.0024545788764953613,-0.008464992046356201,0.015676409006118774,0.024141401052474976,0.0039697209556995355,0.005231860219257806,5075
vggss,short_step064,short_step000,gt_vs_nearfp_auroc,0.01301989537179651,0.009674072265625,-0.00669097900390625,0.0290679931640625,0.03575897216796875,0.011928499859030108,0.01405656172102234,5075
vggss,short_step064,short_step000,coverage,0.034214999700559134,0.0253718717401899,0.0023045805255077767,0.049699409070399214,0.04739482854489144,0.032776603047385465,0.0357092045823255,5158
vggss,short_step064,short_step000,precision,-0.01471244276303519,-0.00983612985856483,-0.0263504313672848,0.0002533925644944979,0.026603823931779298,-0.015490826306734354,-0.013993730773719381,5158
vggss,short_step064,short_step000,pred_area_ratio,0.032736628255048625,0.028210698341836704,0.014234893176020433,0.04657605229591838,0.03234115911989795,0.031858696086943396,0.03360198081813668,5158
vggss,short_step064,short_step000,gt_response,0.02021319899762944,0.018108278512954712,0.006432682275772095,0.03190217912197113,0.025469496846199036,0.019546600368344987,0.02084263914688855,5156
vggss,short_step064,short_step000,nearfp_response,0.015451655255749895,0.014365613460540771,0.0005569159984588623,0.0285608172416687,0.02800390124320984,0.014748410741683886,0.01613454050222054,5075
vggss,lambda025k_best,cram_c3_stage2,gt_nearfp_gap,-0.008924591115542821,-0.007910370826721191,-0.03392872214317322,0.016704142093658447,0.050632864236831665,-0.010234429821005009,-0.007637272380329118,5075
vggss,lambda025k_best,cram_c3_stage2,gt_vs_nearfp_auroc,-0.02769505187498769,-0.0223541259765625,-0.0713653564453125,0.021205902099609375,0.09257125854492188,-0.03040345539202653,-0.02518803617499005,5075
vggss,lambda025k_best,cram_c3_stage2,coverage,-0.03460097179018149,-0.009927352262425804,-0.0739631923639581,0.010352024387071973,0.08431521675103007,-0.03773228249696349,-0.03160467716687616,5158
vggss,lambda025k_best,cram_c3_stage2,precision,-0.00992735760927603,-0.0030171494339442592,-0.03519816758993066,0.020613631797800517,0.055811799387731176,-0.011829832448712241,-0.008040405929545559,5158
vggss,lambda025k_best,cram_c3_stage2,pred_area_ratio,-0.010904725100102082,-0.011280293367346941,-0.059405891262755126,0.03830018335459184,0.09770607461734696,-0.013364337234369686,-0.008338460851227488,5158
vggss,lambda025k_best,cram_c3_stage2,gt_response,-0.025398027784746688,-0.02078041434288025,-0.053302764892578125,0.007681354880332947,0.06098411977291107,-0.026811369030488565,-0.023954541335291322,5156
vggss,lambda025k_best,cram_c3_stage2,nearfp_response,-0.016756550267412157,-0.01397925615310669,-0.05253627896308899,0.022245407104492188,0.07478168606758118,-0.018465026941132074,-0.015090597741195724,5075
vggss,lambda025k_best,short_step000,gt_nearfp_gap,0.0053400733494406265,0.004463940858840942,-0.025834083557128906,0.03563019633293152,0.061464279890060425,0.003756640453056749,0.0069480892825009195,5075
vggss,lambda025k_best,short_step000,gt_vs_nearfp_auroc,0.004262977855144591,0.006011962890625,-0.0429229736328125,0.05356597900390625,0.09648895263671875,0.0015007382885430147,0.006971743790679169,5075
vggss,lambda025k_best,short_step000,coverage,0.024329036625651015,0.005165905403771487,-0.025497446044893457,0.0746625544991965,0.10016000054408995,0.021117106095729605,0.02765330758685002,5158
vggss,lambda025k_best,short_step000,precision,-0.018006382116650867,-0.005263142995009559,-0.04390386241273524,0.02009076004025131,0.06399462245298654,-0.02006289116075039,-0.015891255285405168,5158
vggss,lambda025k_best,short_step000,pred_area_ratio,0.032723406088273815,0.022042410714285712,-0.026456871811224483,0.08464704241071433,0.11110391422193881,0.030256469213633615,0.035341859546988624,5158
vggss,lambda025k_best,short_step000,gt_response,0.007098275087224688,0.004187494516372681,-0.02951999008655548,0.04205621778964996,0.07157620787620544,0.005364458166103293,0.008767601440872352,5156
vggss,lambda025k_best,short_step000,nearfp_response,0.0013043612006849842,-0.00025403499603271484,-0.04138121008872986,0.04300186038017273,0.08438307046890259,-0.0005794982542398528,0.003260745320267277,5075
vggss,lambda025k_latest,cram_c3_stage2,gt_nearfp_gap,-0.032618396084003264,-0.03866127133369446,-0.08571720123291016,0.01520739495754242,0.10092459619045258,-0.0350348820790575,-0.030208752721805,5075
vggss,lambda025k_latest,cram_c3_stage2,gt_vs_nearfp_auroc,-0.044708097286561894,-0.0386505126953125,-0.13088226318359375,0.04119110107421875,0.1720733642578125,-0.0490562501643668,-0.040423022481261596,5075
vggss,lambda025k_latest,cram_c3_stage2,coverage,-0.5975837683553746,-0.7067253662562187,-0.9151898606870306,-0.3141031212036258,0.6010867394834047,-0.6071036104066582,-0.5875368845094036,5158
vggss,lambda025k_latest,cram_c3_stage2,precision,-0.3134742979677958,-0.24323633303771588,-0.5812714945390165,-0.04298173930816197,0.5382897552308545,-0.32287893186470407,-0.30433317813601984,5158
vggss,lambda025k_latest,cram_c3_stage2,pred_area_ratio,-0.28021436663920124,-0.30772680165816324,-0.43565648915816324,-0.1616260762117347,0.27403041294642855,-0.28672950721023066,-0.27413894522069443,5158
vggss,lambda025k_latest,cram_c3_stage2,gt_response,-0.3320428327165249,-0.36642301082611084,-0.48401641473174095,-0.1830574870109558,0.30095892772078514,-0.33728087765924764,-0.32682192084000894,5156
