dataset,model,sample_index,sample_id,audio_swap_spearman,audio_swap_spearman_min,audio_swap_pearson,audio_swap_cosine,audio_map_mae,audio_top10_jaccard
vggss,mean_cram,3044,XJzWnBLIXQk_000099,0.9678571428571429,0.9412244897959183,0.97952056,0.9998926,0.00023610765,0.9772727272727273
vggss,mean_cram,3045,XMATVI0hyR4_000093,0.9685586734693877,0.9273469387755102,0.9723116,0.9998851,0.0002312675,0.6404428904428905
vggss,mean_cram,3046,XMVoH1JjXw8_000030,0.988954081632653,0.9808163265306122,0.9956465,0.99985284,0.00028602598,1.0
vggss,mean_cram,3047,XMWD4ECxcNk_000029,0.9808163265306122,0.9574489795918367,0.9826982,0.99992716,0.00019425707,0.8741258741258742
vggss,mean_cram,3048,XOj6xGKEsUw_000035,0.9890943877551021,0.9844897959183674,0.99336714,0.9998765,0.00026411132,0.8636363636363638
vggss,mean_cram,3049,XQXsAZJqDig_000030,0.9272831632653061,0.8645918367346939,0.938334,0.9998678,0.00026257202,0.5798368298368298
vggss,mean_cram,3050,XR7vOriQ9VY_000194,0.974515306122449,0.9442857142857143,0.97722745,0.99991035,0.00020905076,0.7651515151515151
vggss,mean_cram,3051,XS-3djsJWTA_000360,0.9811862244897959,0.9563265306122449,0.9836892,0.99927545,0.0006138799,0.7234848484848485
vggss,mean_cram,3052,XS_Nwd8dxE0_000030,0.9880357142857144,0.9788775510204082,0.9919394,0.9999612,0.00014171682,0.8712121212121212
vggss,mean_cram,3053,XTFD-XHCo2Q_000000,0.9889923469387755,0.973265306122449,0.9927641,0.9998504,0.00025809713,0.9772727272727273
vggss,mean_cram,3054,XUCh79kkapE_000049,0.9857270408163264,0.9591836734693877,0.9871993,0.99989784,0.00022787813,0.9772727272727273
vggss,mean_cram,3055,XUlxqSC9j9s_000007,0.9933035714285714,0.9857142857142858,0.99385774,0.999649,0.00045055093,0.8636363636363638
vggss,mean_cram,3056,XVi3kxnZ9h4_000045,0.989375,0.9796938775510204,0.9915674,0.9998883,0.00024060182,0.9090909090909092
vggss,mean_cram,3057,XVqQKMMGoUs_000061,0.991938775510204,0.9829591836734693,0.9943019,0.99988437,0.0002374435,0.9772727272727273
vggss,mean_cram,3058,XXkTYV7NqIA_000275,0.9824999999999999,0.9503061224489796,0.9898944,0.9998661,0.00024317674,1.0
vggss,mean_cram,3059,XYLDjkXAuec_000380,0.9877040816326531,0.9780612244897959,0.9917221,0.9998715,0.00026531774,0.8901515151515151
vggss,mean_cram,3060,XZ5oHxjfHKY_000030,0.9876530612244898,0.9764285714285714,0.9896226,0.9999271,0.00018770673,0.7651515151515151
vggss,mean_cram,3061,XZPPLt35KxU_000000,0.980829081632653,0.9447959183673469,0.9831841,0.99989104,0.0002135764,0.7074592074592074
vggss,mean_cram,3062,XZbFXz54Suo_000000,0.9443494897959184,0.9120408163265306,0.97240436,0.9986968,0.0008902572,0.7803030303030303
vggss,mean_cram,3063,XZhLMTOmM9w_000030,0.9920280612244898,0.9814285714285714,0.9924607,0.99992573,0.00020658968,0.9090909090909092
vggss,mean_cram,3064,X_nfMNpw9SA_000060,0.9858673469387755,0.978265306122449,0.99025375,0.9989063,0.00079585554,0.8181818181818182
vggss,mean_cram,3065,XaIep0xC8BA_000117,0.9745535714285714,0.9478571428571428,0.9674378,0.9989749,0.0007281264,0.8712121212121212
vggss,mean_cram,3066,Xb7lSqbJYog_000490,0.9890816326530613,0.9709183673469388,0.9898186,0.9998498,0.0002634383,0.9545454545454546
vggss,mean_cram,3067,XcyHfR180hA_000008,0.9881760204081633,0.9805102040816327,0.98349243,0.99873847,0.0008836504,0.9090909090909092
vggss,mean_cram,3068,XdNW5tS4u3w_000014,0.9887244897959184,0.9841836734693877,0.9907522,0.9998828,0.00024998924,0.9772727272727273
vggss,mean_cram,3069,Xecb_5XO81Q_000010,0.9920663265306122,0.9760204081632653,0.9941431,0.999773,0.00035819173,0.9128787878787878
vggss,mean_cram,3070,XfLIbeSJSHE_000300,0.9912882653061224,0.9878571428571429,0.9935729,0.99995434,0.00016010206,0.803030303030303
vggss,mean_cram,3071,XgDKqGfheRE_000030,0.9875765306122448,0.975204081632653,0.989344,0.99955773,0.00049112254,0.9356060606060606
vggss,mean_cram,3072,Xh8CKz7QH40_000030,0.9841581632653061,0.9660204081632653,0.9860039,0.9998784,0.0002520309,0.9318181818181819
vggss,mean_cram,3073,XiQhJPkvn1I_000654,0.989859693877551,0.9785714285714285,0.99037707,0.9999058,0.0002231658,0.8636363636363638
vggss,mean_cram,3074,XjkUtn062ho_000000,0.9566964285714286,0.9307142857142857,0.9589049,0.9999297,0.00019679463,0.7045454545454546
vggss,mean_cram,3075,Xo5rIluWHhI_000007,0.9882525510204082,0.978265306122449,0.99145406,0.99991333,0.00021186541,1.0
vggss,mean_cram,3076,Xp-u8qRkJZA_000014,0.985127551020408,0.9754081632653061,0.9964283,0.999791,0.00031955686,1.0
