dataset,sample_id,sample_index,RemoveFP,RemoveTP,AddTP,AddFP
vggss,hyNm8rXY2-g_000104,4002,166,376,35,271
vggss,hzSgd10rtQ0_000120,4003,285,0,0,5668
vggss,i-L8ZreRItY_000009,4004,630,218,788,59
vggss,i-g4r-1mKcg_000214,4005,1773,2857,3,396
vggss,i-ywi0EpUtE_000001,4006,374,319,2936,5047
vggss,i0uH_RoDvqM_000030,4007,3299,2173,1501,57
vggss,i3022Z7Sm-A_000123,4008,1406,0,0,1277
vggss,i3HsITnarf4_000030,4009,212,0,0,2795
vggss,i489LgRABaQ_000002,4010,100,5305,110,0
vggss,i6G_2fsacJc_000062,4011,52,227,1291,686
vggss,i7zNzUXtXj0_000215,4012,881,306,249,78
vggss,i99_Kgi0WIU_000030,4013,29,0,282,3987
vggss,iC0iQ1QKan4_000785,4014,835,22,240,1517
vggss,iCIa_pmLDqs_000030,4015,0,1369,64,0
vggss,iFgbO8LRJfo_000365,4016,2607,40,0,154
vggss,iHL96O04zDo_000002,4017,2274,622,363,156
vggss,iHL96O04zDo_000012,4018,1887,440,0,0
vggss,iJ6DxdwyDeE_000064,4019,0,555,314,340
vggss,iKWclBFnR2M_000001,4020,240,14,1001,1209
vggss,iM93yND9Ghw_000010,4021,49,0,0,1314
vggss,iNFsYjfTRlA_000030,4022,1479,0,0,694
vggss,iPFoT3Iz234_000010,4023,91,564,555,1333
vggss,iPuIoRYYBfk_000030,4024,1775,0,0,124
vggss,iRXQiy4dReE_000045,4025,167,703,251,745
vggss,iSyWKTPonhQ_000121,4026,1712,20,12,597
vggss,iTCfi5_b4Ow_000035,4027,4553,0,250,233
vggss,iTmNN9uGRfs_000314,4028,675,138,540,909
vggss,iUtE4nRvBsM_000040,4029,1562,110,77,3450
vggss,iW8es1xXsG4_000533,4030,40,1831,2930,674
vggss,iWiNV03Wa6Y_000072,4031,4820,0,1607,4612
vggss,iXNnJE6gNEk_000020,4032,2453,236,43,85
vggss,iY6gP4y8Shk_000010,4033,283,0,305,5082
vggss,iYE4gYV7RA0_000060,4034,6,307,258,6
vggss,iZqemiYznPQ_000454,4035,2867,700,132,1214
vggss,ia8IrM5BKBU_000176,4036,3,247,1249,6635
vggss,idPIRRspMp0_000121,4037,2454,0,0,352
vggss,idUZsNLnyDg_000030,4038,0,1509,156,0
vggss,idmwtF7qPLI_000176,4039,575,861,842,186
vggss,ifGuIUPl1hE_000030,4040,234,993,550,150
vggss,ifHRDBx-ctw_000030,4041,1645,1554,8,46
vggss,ig59gOwKj0k_000105,4042,1956,473,127,2438
vggss,ihQiGrQMR3U_000006,4043,451,2272,2309,1315
vggss,iiAWiz5IGMw_000425,4044,10037,3652,0,43
vggss,iikhslprd_A_000009,4045,603,673,38,216
vggss,ik3SNmU2v9k_000135,4046,0,2065,2251,0
vggss,io2ZMAWqkeQ_000010,4047,458,553,470,1051
vggss,ioQdfK6Ae9k_000000,4048,6123,0,0,0
vggss,ioQdfK6Ae9k_000010,4049,4003,0,0,0
vggss,ioTmuyoOeV8_000018,4050,4640,916,286,0
vggss,iosDKvAHUCI_000012,4051,674,3182,1776,0
vggss,ipKCHDizaQI_000030,4052,2317,469,191,478
vggss,ipSnR0fR_uA_000044,4053,366,18,1,543
vggss,ipSnR0fR_uA_000058,4054,201,0,0,731
vggss,iq5Lh7AB1Ns_000019,4055,24,1347,334,8
vggss,it0U4Vscl5o_000208,4056,619,0,0,3101
vggss,ivmTP1YxO4k_000328,4057,212,1401,564,546
vggss,ixn9yG0ny8w_000030,4058,611,55,258,78
vggss,ixrRVADA0Jk_000104,4059,4420,0,210,5758
vggss,ixscoaWEEnQ_000104,4060,13655,0,0,0
vggss,iyroRIRrXUw_000090,4061,1619,380,252,249
vggss,iz8en2Dt7vE_000017,4062,352,308,156,212
vggss,izGLFfu3VAY_000026,4063,925,0,87,53
vggss,j-JCj72-vCg_000060,4064,359,2264,842,1811
vggss,j-UGe1kz-HY_000003,4065,780,0,898,397
vggss,j1JUsTMZcuY_000004,4066,421,0,93,2464
vggss,j1JUsTMZcuY_000042,4067,1634,0,0,294
vggss,j3slcVPwhPU_000023,4068,28,0,0,3145
vggss,j42ETHcp044_000000,4069,333,176,206,3055
vggss,j4QXK7I4kfk_000030,4070,2431,4623,239,29
vggss,j50SGKJ0MQI_000160,4071,3889,68,0,483
vggss,j5_x1BgTo1Y_000437,4072,78,0,12,1049
vggss,j6s-UMrMIE8_000190,4073,1421,431,387,43
vggss,j7Vej9AOKY0_000031,4074,0,0,586,4773
vggss,j9Z63H5hvrQ_000010,4075,1387,7287,0,0
vggss,jA-9WQtQg-Y_000131,4076,665,0,517,179
vggss,jBv48uOrgbs_000320,4077,19548,236,0,0
vggss,jDSo2g-tW98_000019,4078,3619,2087,218,12
vggss,jEP-WEblweY_000115,4079,648,112,518,1793
vggss,jEU8MG1w6oo_000080,4080,18,2991,436,29
vggss,jEbK05u3Yq8_000011,4081,70,491,541,82
vggss,jGOFaS079Rc_000081,4082,307,0,259,1591
vggss,jH6-RU2or84_000040,4083,22,297,2937,163
vggss,jIqAaU2Bgf0_000530,4084,705,297,60,20
vggss,jJp1gPilmxs_000009,4085,1454,0,0,561
vggss,jKjj66pRXZA_000020,4086,444,384,92,249
vggss,jOMEUwArKss_000004,4087,227,56,1696,445
vggss,jPKhBkLgFLk_000016,4088,2266,2027,0,0
vggss,jQEi2K1fvRI_000263,4089,1079,1018,141,1910
vggss,jR-H47v1arg_000080,4090,690,27,467,579
vggss,jRImoxsY_uo_000030,4091,1407,606,0,1657
vggss,jTuNUZEFBJk_000100,4092,2244,981,0,3
vggss,jU0LDjmqrRw_000030,4093,795,0,0,2157
vggss,jUjEZr4O6fU_000030,4094,208,0,0,2505
vggss,jVG2woyJ5Eg_000028,4095,0,0,1477,5544
vggss,jVbT8XQkJx8_000079,4096,2812,485,18,21
vggss,jVbT8XQkJx8_000094,4097,5039,527,0,0
vggss,jWlZ5adnMNw_000013,4098,4509,431,0,247
vggss,jWqqtybjzXE_000030,4099,45,13,1312,2364
vggss,jXSblZUHZ-8_000017,4100,0,587,1762,0
vggss,jXqFEx-S0hw_000161,4101,5146,0,0,44
vggss,jYgUTPUi28Y_000201,4102,148,160,4417,659
vggss,j_cywbssn70_000115,4103,2962,0,407,2992
vggss,jaI41fTAM54_000030,4104,417,0,0,3897
vggss,jbH4PifIg-g_000006,4105,748,0,219,1388
vggss,jbaZyROpitQ_000010,4106,876,12,53,136
vggss,jbffNajOX7M_000019,4107,5,48,648,2023
vggss,jcKRIZHO37k_000082,4108,144,0,0,5744
vggss,jejadhR_m9w_000030,4109,0,2334,156,0
vggss,jhTQR8w9SYI_000057,4110,1008,0,81,872
vggss,jhplcoP39vM_000118,4111,517,0,0,1419
vggss,ji4meumtHT4_000030,4112,56,280,1766,172
vggss,jin4FoKXn1o_000180,4113,652,4,310,452
vggss,jkvXuu8XltI_000080,4114,25,123,1487,223
vggss,jlgz0tRGQYM_000010,4115,118,57,0,54
vggss,jm4ipHk0QX4_000001,4116,804,0,0,1283
vggss,jpEcGnA4tco_000322,4117,43,937,1,563
vggss,jpHrNr6bDmU_000230,4118,1666,74,0,1078
vggss,jqqjc0XrU58_000092,4119,6111,835,0,0
vggss,jr2kxASSRBY_000030,4120,573,0,650,1841
vggss,jrwhxVnvMdk_000030,4121,128,241,127,247
vggss,jtRq_vXe9uQ_000246,4122,699,1531,210,251
vggss,jtfG2FbwINE_000121,4123,1065,422,0,4
vggss,jucJMIMABN8_000010,4124,964,0,390,235
vggss,jwZHGy2SI88_000215,4125,495,0,116,4032
vggss,jwxvQraiIGs_000032,4126,422,856,117,982
vggss,jwxvQraiIGs_000084,4127,1509,3885,75,126
vggss,jxC-0T5lXw4_000250,4128,6933,190,0,1461
vggss,jy9DUEVrrIQ_000192,4129,213,297,1949,295
vggss,jzaDcRQkQEA_000089,4130,1366,477,38,0
vggss,k0Z95PrMVOI_000064,4131,1245,1536,77,58
vggss,k0ikzr_6EQg_000887,4132,0,0,0,3902
vggss,k1vIk-7zyNE_000159,4133,529,938,0,0
vggss,k211h3tMeGQ_000060,4134,36,211,1771,11
vggss,k3AYfr6PIgs_000019,4135,1987,13,67,272
vggss,k3uGdspoVtg_000119,4136,2210,1115,247,319
vggss,k45PjHhGXbo_000129,4137,0,213,3046,26
vggss,k4ExqQTNklk_000210,4138,24,0,551,4515
vggss,k6ROAVZxzqM_000017,4139,539,11,322,4500
vggss,k7WzaCeUIrI_000136,4140,2045,140,0,782
vggss,k8YMZkfLIvE_000319,4141,60,0,56,2456
vggss,k91ukyGncNI_000077,4142,721,0,245,368
vggss,k9bi4ygv1m0_000033,4143,2285,0,0,1310
vggss,kAE_Lb-f39I_000007,4144,618,0,281,3186
vggss,kC34iOvwo40_000293,4145,2492,668,38,6
vggss,kEa1IlvIW0k_000039,4146,1058,3440,703,231
vggss,kEnOc-apG_o_000078,4147,134,1192,249,564
vggss,kGo-dAQXtsA_000025,4148,24,2856,45,0
vggss,kH6fFjIZkB0_000030,4149,126,0,572,1783
vggss,kHNWRR0hJ08_000022,4150,484,0,0,2221
vggss,kHum8R_CcR0_000091,4151,33,307,106,1711
vggss,kI04KR_InWQ_000000,4152,127,0,0,2749
vggss,kKafEAL6m7A_000236,4153,1365,64,63,1467
vggss,kKqIgmARIoA_000030,4154,0,64,1930,376
vggss,kLNtUnSm7lc_000060,4155,1632,0,31,471
vggss,kLySMIzASNE_000030,4156,1944,305,0,899
vggss,kNKfoDp0uUw_000030,4157,2256,692,0,72
vggss,kO6CR2aAM3I_000024,4158,851,301,0,4834
vggss,kO8TVRcXI98_000303,4159,124,866,2484,379
vggss,kO_VmIHmggc_000045,4160,494,896,463,439
vggss,kOheqjodDmw_000050,4161,2139,0,0,5347
vggss,kQ7tkcg8Xag_000300,4162,373,526,2150,379
vggss,kQ7tkcg8Xag_000415,4163,0,167,3059,690
vggss,kQQrsmLvoCE_000120,4164,8615,228,174,266
vggss,kQ_5qrWH7v4_000338,4165,181,0,0,4211
vggss,kRoKSjo1ONs_000226,4166,7278,7091,0,0
vggss,kRqRKQoKluE_000033,4167,2306,1200,145,225
vggss,kTOX4xMk89M_000100,4168,10,205,6233,96
vggss,kTizt7af0PE_000020,4169,470,3,289,673
vggss,kV9bDDyCiEM_000008,4170,83,0,0,4462
vggss,kVuG_F3qCuY_000176,4171,13,1560,1823,31
vggss,kWPAWeNuBKc_000506,4172,3739,0,0,425
vggss,kWdmJHAFMxk_000031,4173,3368,240,701,180
vggss,kX4-OMWCdCc_000150,4174,183,588,69,0
vggss,kXAfPnwvchE_000111,4175,707,103,254,154
vggss,kYXS4eqiMyA_000507,4176,282,69,754,55
vggss,kYvyOw8ZDS4_000016,4177,960,4473,678,487
vggss,kZQkCqkUBVA_000168,4178,3873,0,0,1294
vggss,kZegES0woJo_000035,4179,178,0,0,5872
vggss,kdbA6lP1bmU_000037,4180,2804,0,0,0
vggss,kf0YrFpuNKQ_000030,4181,3263,0,0,1824
vggss,kh77cZfsDvc_000089,4182,4,38,2529,277
vggss,kiA86HI-GLU_000140,4183,1559,120,870,975
vggss,kiAMVnSBGw0_000030,4184,1382,0,125,1049
vggss,kl2E2erlkRg_000050,4185,1235,0,0,409
vggss,kl3HZbyUNys_000030,4186,215,0,0,1423
vggss,klExMKT88MQ_000160,4187,898,647,0,339
vggss,kmV2hj-I7Xo_000097,4188,12,822,413,4
vggss,kmvLXRZp5oI_000163,4189,372,424,784,414
vggss,knzA9iuVOdw_000010,4190,272,0,0,2980
vggss,koUnrPY_3n8_000007,4191,1309,532,0,19
vggss,kpBkoalXnXM_000228,4192,185,0,256,1724
vggss,kq6PDicCx9Q_000084,4193,202,44,978,602
vggss,kr8ssbrDDMY_000030,4194,406,257,19,1990
vggss,krghmEqeJtU_000122,4195,0,40,7979,700
vggss,ks0EpvbEO7Y_000083,4196,5119,478,5,172
vggss,ksfpCXlY-hA_000100,4197,2887,438,29,1603
vggss,ksk9rjj5WB0_000030,4198,1546,1212,337,881
vggss,ktis2aZfphM_000010,4199,576,1216,41,0
vggss,ktso7GeckG8_000130,4200,1182,425,439,145
vggss,ktvOqV10lW0_000030,4201,0,2642,1693,25
vggss,kuihSZXsIJ4_000030,4202,27,0,67,1178
vggss,kwJKOXT5XR8_000255,4203,26,577,54,210
vggss,kwsgIBkX-3k_000300,4204,281,517,32,438
vggss,kxTwZeZxuvo_000036,4205,485,0,0,1884
vggss,kxTwZeZxuvo_000099,4206,1436,0,0,423
vggss,kx_G2a2hL6U_000153,4207,249,0,189,4360
vggss,kxkk4w2yzbk_000030,4208,285,142,0,1507
vggss,kzxmNNpXkF4_000057,4209,0,0,132,1648
vggss,l-iIfi3SNpw_000120,4210,1903,0,0,884
vggss,l-qyJLFOVYI_000000,4211,175,0,457,934
vggss,l13XyX-sMwk_000406,4212,7436,0,0,38
vggss,l1coM570kVw_000030,4213,2061,251,0,122
vggss,l1vEAtUWXHU_000034,4214,382,3111,341,470
vggss,l30pHj4I0Ps_000580,4215,3367,0,2,618
vggss,l3abwXzDR1g_000030,4216,2176,460,0,0
vggss,l59Gy1sqDSM_000003,4217,1548,12,62,4432
vggss,l5O87Umi7DI_000210,4218,290,46,645,108
vggss,l5l0Awx8eeQ_000023,4219,92,251,365,850
vggss,l6RTgFxEWFY_000181,4220,3057,1539,75,15
vggss,l70yarlcd-I_000029,4221,71,0,1150,6571
vggss,l7RTgupQWcc_000030,4222,1674,194,0,152
vggss,l7oD9WX-1CU_000010,4223,648,12,550,142
vggss,l8huGsnYzus_000023,4224,875,0,2884,3332
vggss,l9L7_RaTw6I_000060,4225,1211,287,404,74
vggss,lA3KGYqG5rQ_000458,4226,276,2910,889,2105
vggss,lA3KGYqG5rQ_000484,4227,634,123,66,502
vggss,lAA0QneMahs_000038,4228,450,0,1347,1039
vggss,lAF6nVFk6Is_000077,4229,12,450,1467,102
vggss,lAXpiE0dm_k_000340,4230,243,2,200,1552
vggss,lBftiRlNTYI_000363,4231,311,0,1052,1674
vggss,lBm9NJCDgBU_000105,4232,3144,18,2,651
vggss,lEjV0us_eF0_000021,4233,1874,1068,0,0
vggss,lF1C6JSDZJU_000209,4234,8133,0,0,0
vggss,lGZKkiZEDBY_000003,4235,171,0,70,2354
vggss,lI3P985JB7k_000149,4236,1015,611,18,3
vggss,lIvNNndi03c_000081,4237,734,4794,754,6
vggss,lJSwhBfEdyA_000079,4238,0,0,860,4419
vggss,lKkW2wWkSJE_000111,4239,3655,517,0,1744
vggss,lLdaRlWf2GU_000040,4240,1853,3,411,348
vggss,lMms5mWwXjw_000162,4241,287,0,15,1874
vggss,lNEMzNU9Unc_000080,4242,3792,0,0,712
vggss,lNTgZsEJqEo_000103,4243,48,207,165,291
vggss,lO7WoIty5h8_000195,4244,2674,3045,0,39
vggss,lQNWx4KRlz0_000450,4245,0,0,3707,2298
vggss,lSr8MKcWTdo_000130,4246,686,1969,144,2595
vggss,lVye-L3oq6A_000030,4247,90,0,0,5583
vggss,lX7W1jwY6-8_000658,4248,1328,13,1078,917
vggss,lXUcalwkWCo_000070,4249,1126,0,0,934
vggss,lYOw8di2k4I_000030,4250,57,0,53,4248
vggss,lZ6T7D65kys_000066,4251,626,709,408,36
vggss,laSDlOFM5vc_000025,4252,1872,0,358,1775
vggss,lb1awXgoyQE_000000,4253,115,0,47,1224
vggss,lb_m2AVVb5M_000100,4254,1266,534,0,69
vggss,lbnENIVqZk0_000207,4255,563,1000,186,2504
vggss,lcGYtyHeKR4_000055,4256,2,270,320,215
vggss,lchja4Ln8lw_000153,4257,5133,283,119,125
vggss,lg6lt9pvfKY_000684,4258,337,322,0,482
vggss,liZ8HrN_mKQ_000190,4259,383,208,2445,2985
vggss,ljQ1uYYhtxM_000027,4260,565,245,2470,128
vggss,ljQ1uYYhtxM_000164,4261,181,1037,1982,0
vggss,ljUu7ZnlKZA_000031,4262,4526,891,452,284
vggss,ljjWDXhYU9A_000018,4263,3304,1044,0,1109
vggss,lkLg1kI06UM_000406,4264,2908,421,1816,1002
vggss,ll1dqj73iDs_000211,4265,779,432,0,6
vggss,lm5ia1UoyGw_000030,4266,1327,0,0,7626
vggss,lmaIgor5XTg_000030,4267,1458,0,71,1522
vggss,lnZakZnnpMo_000080,4268,2043,53,0,3535
vggss,loKkvegkPJ8_000030,4269,644,77,1841,1214
vggss,lpoMqe5RO_A_000002,4270,51,1649,105,776
vggss,lqCx0HgF1ZM_000030,4271,0,1147,241,24
vggss,lqeAf-DqE3I_000140,4272,3719,0,2,357
vggss,lsAu4_RaXHU_000020,4273,3895,0,0,0
vggss,lsY8RejLczg_000176,4274,197,2289,0,0
vggss,lu52106QS6E_000025,4275,0,0,800,461
vggss,luSAuu-BoPs_000232,4276,158,0,4047,3777
vggss,lutN6JqHO_s_000097,4277,1465,0,0,58
vggss,lutN6JqHO_s_000173,4278,2589,0,0,0
vggss,lv_tTIdHC2Q_000130,4279,947,0,0,5
vggss,lwTJnSlhz-Q_000417,4280,1714,644,261,271
vggss,lxFXp7wgzrs_000087,4281,545,1092,57,26
vggss,m-2-HsrBkak_000030,4282,6126,3082,0,0
vggss,m-FO9gFY5Go_000030,4283,0,0,834,7140
vggss,m0GjXTf9Ls4_000171,4284,65,1159,564,465
vggss,m0kxHYaGpL8_000000,4285,542,0,0,2852
vggss,m1GaYAKcH9g_000050,4286,193,99,1838,3614
vggss,m2HW_e9DDhg_000013,4287,0,0,1227,247
vggss,m4Dj_vTsAt0_000022,4288,3856,421,23,264
vggss,m4HJsIC5-x0_000345,4289,2273,2977,1,166
vggss,m4emitvY_Dg_000178,4290,2351,212,401,112
vggss,m77lSpgTPpI_000016,4291,2081,1772,872,2787
vggss,mA1d-1wXTgU_000056,4292,898,0,0,280
vggss,mC0O0048pPw_000029,4293,682,764,499,494
vggss,mC87qMYLJX4_000057,4294,115,0,5279,4065
vggss,mCY1Z1cmc-s_000359,4295,1131,429,0,236
vggss,mCaniZpghFE_000310,4296,1731,1087,1283,67
vggss,mCxWczXC6Qg_000122,4297,53,0,2815,1399
vggss,mDtpxEQFyts_000018,4298,970,1161,0,1785
vggss,mDtpxEQFyts_000051,4299,427,391,149,1500
vggss,mEL68q2FRBo_000100,4300,3743,0,0,513
vggss,mEslZvugQCc_000030,4301,1240,164,11,139
vggss,mEuLwjBPLxk_000048,4302,666,160,0,3185
vggss,mFD6P7We2ww_000081,4303,182,116,999,1057
vggss,mFZRSbjdhNg_000001,4304,1489,516,3,15
vggss,mFnSuE0zskc_000000,4305,562,5,526,1099
vggss,mH0qxsxLypw_000080,4306,649,2859,463,0
vggss,mHRF_-IOT2s_000440,4307,7443,68,1042,3466
vggss,mJOGqViXauo_000100,4308,0,189,6384,118
vggss,mJaX4ZpfULM_000030,4309,103,2,132,3160
vggss,mKEJRZtNx9o_000044,4310,606,224,642,2084
vggss,mMADjF3VZdU_000395,4311,15,451,30,2721
vggss,mMR8S8qxGTg_000166,4312,217,1764,18,2
vggss,mMf4vJFT8Fw_000030,4313,2669,2143,0,5
vggss,mMqRFspSg10_000184,4314,447,0,0,2428
vggss,mOPJRy2Nv_o_000134,4315,87,0,542,2525
vggss,mPU9j7icxs0_000123,4316,792,833,462,2575
vggss,mSHxFybELNY_000015,4317,2515,0,0,186
vggss,mSHxFybELNY_000030,4318,765,40,3,193
vggss,mSlE2F9N-8g_000030,4319,1990,1207,0,0
vggss,mTM0WQRcfNU_000050,4320,2823,0,13,685
vggss,mW5_chAgg8c_000120,4321,69,2242,0,0
vggss,mWaz8lJKZe8_000140,4322,916,0,0,870
vggss,mYZyXIYEJAQ_000095,4323,100,0,151,5544
vggss,mYbbc_0WyvI_000030,4324,738,23,0,2298
vggss,mZ6ALw9GOUU_000030,4325,411,1274,518,380
vggss,mZIBXZlICgw_000000,4326,74,0,40,4474
vggss,mZKUFZhLXAE_000021,4327,3689,0,154,247
vggss,mZXjs-SYlCA_000005,4328,5005,0,491,697
vggss,mZ_z2lorJeY_000070,4329,128,0,675,2830
vggss,maG3tkd7WJY_000075,4330,350,473,914,138
vggss,magdHwtSIjY_000031,4331,2426,0,4,369
vggss,mbLiZ_jpgeY_000020,4332,9,559,695,1809
vggss,mbVT9tKSUXo_000005,4333,2498,4944,378,0
vggss,mcBEkWVDcmc_000107,4334,92,89,464,727
vggss,mcYd-WlyCIw_000006,4335,3198,57,685,444
vggss,mcrf1Mb99d4_000068,4336,1697,1,194,177
vggss,mdrKLSXXZNc_000302,4337,364,0,0,6540
vggss,meoZvdQ2qBs_000162,4338,1744,225,295,732
vggss,mg2EyWA0Jxc_000030,4339,0,2961,9,0
vggss,mh6JxDJ0Bno_000030,4340,46,0,7,1425
vggss,mhQGbJQlVns_000002,4341,1730,66,254,161
vggss,mhZMQF-y8n0_000097,4342,2121,14,392,717
vggss,miT69L7G9iA_000140,4343,3477,89,4,413
vggss,mjhlzNVpnXs_000026,4344,211,1480,1513,82
vggss,mlpF226Gvlo_000000,4345,1109,812,256,0
vggss,mmkqzl_NHKs_000184,4346,2571,0,0,346
vggss,mnWYh3iPoy8_000020,4347,146,696,149,46
vggss,mo_x30i1gns_000099,4348,4859,318,272,47
vggss,momJJOUPFzU_000017,4349,583,2,0,1075
vggss,mpNxnTHMCHs_000164,4350,1648,0,579,1716
vggss,mt6Pa7pBz_A_000210,4351,0,257,1144,598
vggss,muEqLs4xcvs_000030,4352,375,0,643,2791
vggss,muQm_S77_E0_000070,4353,13,1343,269,65
vggss,muuSxbHjipw_000112,4354,235,623,75,195
vggss,mv_YCUYtGaA_000408,4355,1456,575,294,84
vggss,mw1VGZoYQts_000070,4356,5520,307,2,0
vggss,mwoQMUhI9nY_000139,4357,5900,0,0,197
vggss,mxH5Ueh1fYo_000536,4358,96,1629,85,0
vggss,mxQ37FEFLKY_000030,4359,502,109,973,696
vggss,myOH_8igzTw_000161,4360,2701,2,0,310
vggss,n-tBbgUkFxo_000021,4361,2756,262,0,951
vggss,n-tBbgUkFxo_000032,4362,108,0,0,884
vggss,n0Bbn5VNaMg_000043,4363,662,344,728,566
vggss,n1VpqsLRy1E_000006,4364,0,0,4139,535
vggss,n2JanKszFoQ_000200,4365,501,143,133,1893
vggss,n3Pfv9Fo3zk_000009,4366,63,709,352,24
vggss,n3rUVrPeFAQ_000135,4367,688,35,1619,1112
vggss,n3t92d8Xgp8_000020,4368,641,3130,104,132
vggss,n4-THBrsn4o_000106,4369,718,0,0,1329
vggss,n4-THBrsn4o_000123,4370,1219,140,0,2155
vggss,n4jf0RXGw7I_000019,4371,3117,103,5,433
vggss,n51vOkMOXdQ_000039,4372,416,775,28,870
vggss,n5SqYqXBMXQ_000005,4373,2742,326,0,14
vggss,n5cvuVxjDoI_000098,4374,857,11520,0,164
vggss,n7-lKjrJFA0_000088,4375,47,293,1432,1327
vggss,n7QAOoPX6yw_000003,4376,0,1647,256,0
vggss,n7t58h1fwc0_000168,4377,1199,0,8,794
vggss,n88E2blrCiU_000185,4378,60,748,3377,3716
vggss,n9PJa0BvCLc_000016,4379,4873,0,0,1000
vggss,n9etMRi77Wo_000273,4380,184,759,744,2974
vggss,nA1cZ1g8auk_000080,4381,974,334,247,113
vggss,nAS_8fZfU_Y_000034,4382,302,266,490,490
vggss,nB7FX1TBv34_000030,4383,175,32,18,199
vggss,nC1p4WWdMgY_000267,4384,823,0,0,3593
vggss,nCqe6N5e__0_000000,4385,1293,0,0,1
vggss,nEX4I5j6H-Y_000151,4386,797,0,0,174
vggss,nEmU3E8rras_000012,4387,2009,983,23,173
vggss,nFa1PNr2dLA_000030,4388,111,197,831,4009
vggss,nG8nq9UVWX8_000351,4389,7251,0,0,0
vggss,nKe3zn_yk94_000031,4390,862,1427,4037,628
vggss,nLKEdmVu3FY_000040,4391,820,67,564,1046
vggss,nMOlAg-Kjf8_000017,4392,0,1347,381,0
vggss,nMUUYby3ZQQ_000064,4393,110,0,0,6005
vggss,nMoJVla31tc_000120,4394,4,91,178,923
vggss,nRMmafPUAEU_000080,4395,417,3643,1181,0
vggss,nSBDyxxscks_000220,4396,2801,0,0,3387
vggss,nTcGKRvqIbM_000003,4397,403,1114,476,2
vggss,nU7x170OvJ4_000030,4398,4,447,1174,10
vggss,nVpU4g6jWu8_000030,4399,0,0,58,2847
vggss,nXY2Vrfm0vY_000001,4400,833,288,39,1096
vggss,nXtEwct1VUE_000022,4401,47,1178,418,605
vggss,nbPY6Y1ffgo_000040,4402,308,0,0,866
vggss,nbS9NjA7Ywg_000078,4403,2910,860,191,3144
vggss,nbjXrDmWMQg_000184,4404,3417,0,0,0
vggss,ncHAOlb2wgw_000068,4405,1097,0,0,143
vggss,ncJgdczUs_8_000000,4406,1,74,468,1402
vggss,ncfUAo5uxwk_000012,4407,1131,74,1726,636
vggss,nfFldYRXbDM_000098,4408,3859,1384,243,95
vggss,nfdEqi5YMjk_000210,4409,1308,1568,1,129
vggss,nfitcQXx-Y0_000020,4410,0,0,1862,855
vggss,nfitcQXx-Y0_000058,4411,195,0,407,6952
vggss,nhAiQyirHe0_000127,4412,912,477,7,384
vggss,nhDAmqYHxdA_000417,4413,87,0,913,3573
vggss,nlDpRreRKO4_000030,4414,2821,354,351,1242
vggss,nlYlNF30bVg_000030,4415,518,0,112,1463
vggss,nljhIF3wxz4_000035,4416,3219,131,0,137
vggss,nmMqbo6pcTU_000144,4417,136,403,70,233
vggss,nmRMfbrXwt0_000001,4418,2321,4488,4,1967
vggss,nmp9yqhsjqg_000350,4419,490,403,0,305
vggss,nn25vUXHhdE_000400,4420,507,0,0,929
vggss,no6AAqgGIv8_000150,4421,0,0,379,2045
vggss,noH950QMOLg_000198,4422,721,993,124,54
vggss,noN35nW5gl4_000000,4423,41,0,0,280
vggss,nou1eQNbW30_000002,4424,388,38,421,2015
vggss,npcdmOfFZis_000050,4425,496,0,0,546
vggss,nqHztbgP_4U_000100,4426,14442,0,0,0
vggss,nqd6uO6hDSo_000030,4427,2080,1253,159,733
vggss,nqnviB5WXSM_000030,4428,2162,311,672,1044
vggss,nqsycWEgIio_000209,4429,1666,594,746,381
vggss,nsNtEAfJfd0_000055,4430,323,415,40,2086
vggss,nstNNjnev5k_000827,4431,2135,132,0,0
vggss,nt9PKJU4LLk_000047,4432,36,119,202,3638
vggss,ny11DBcW3hI_000019,4433,2015,2870,5,16
vggss,ny4wkNf3P40_000001,4434,3,430,4839,1860
vggss,nzrNxN3vG1w_000030,4435,131,0,145,3744
vggss,nzwmPWAAQFg_000030,4436,1193,504,14,80
vggss,o-xlfN7kkOA_000030,4437,897,2016,153,0
vggss,o0Aq9oY4JNk_000006,4438,1,128,757,2704
vggss,o0Bn4m6dQbI_000100,4439,167,178,105,82
vggss,o0auMW1-gjE_000458,4440,2975,0,0,173
vggss,o0mATRdzZSc_000050,4441,0,28,550,1712
vggss,o1psbzO1YPU_000065,4442,43,0,0,6169
vggss,o3F3tUpmVaw_000030,4443,1576,163,1158,521
vggss,o4SLkvEa8Mk_000184,4444,1185,1096,61,450
vggss,o4Z9DJi8AJo_000050,4445,1540,2,116,0
vggss,o505NNzv0TI_000035,4446,1160,395,0,106
vggss,o8JY_sqvaQc_000057,4447,266,0,0,2769
vggss,o8uxxMXuhZ8_000030,4448,147,0,908,777
vggss,o9Fiss83B1c_000557,4449,782,0,0,2418
vggss,oBY7XYM4gi0_000155,4450,403,109,277,722
vggss,oBsTZmqrpFQ_000070,4451,869,58,1272,1898
vggss,oCVRgGxkKo4_000090,4452,274,9,77,2899
vggss,oD0Xp--xxjE_000030,4453,44,707,52,12
vggss,oE2ei00EhWI_000110,4454,8691,810,0,30
vggss,oE64sF3UtfU_000010,4455,491,0,189,1543
vggss,oEDGxlhyhp4_000043,4456,0,984,729,0
