scale,dataset,sample_index,sample_id,d_pos,d_neg_1,d_neg_2,d_neg_3,d_neg_4,D_min,D_mean,D_max,D_std,mean_minus_min,pos_minus_min,pos_minus_mean,negative_cv,weight_max,N_eff,weight_entropy,group,delta_iou,group_a
144k,vggss,3368,aBI4otPGdKU_000390,6.693640170851722e-05,5.676549699273892e-05,5.411557503975928e-05,3.777948222705163e-05,3.3158299629576504e-05,3.3158299629576504e-05,4.545471347228158e-05,5.676549699273892e-05,1.016188116192672e-05,1.2296413842705078e-05,3.377810207894072e-05,2.148168823623564e-05,0.2235605591953289,0.3715494717020211,3.504053352469504,1.314768706455879,A_ogl_help,0.1093149878285854,True
144k,vggss,3369,aBXntqgPo6Q_000040,7.073224696796387e-05,0.0001303784520132,0.0002057724050246,0.0001384153583785,0.0001490693102823,0.0001303784520132,0.0001559088814246,0.0002057724050246,2.954224472560461e-05,2.553042941144668e-05,-5.964620504528284e-05,-8.517663445672952e-05,0.1894840400088048,0.4385842953857276,2.9160240876321795,1.1474635312849797,A_ogl_help,0.1195265848479754,True
144k,vggss,3370,aBdr7mO5nyw_000288,2.5257348170271143e-05,1.6928237528190948e-05,1.330456871073693e-05,1.0742774975369684e-05,2.374012183281593e-05,1.0742774975369684e-05,1.6178925761778373e-05,2.374012183281593e-05,4.887402632723275e-06,5.436150786408689e-06,1.451457319490146e-05,9.07842240849277e-06,0.3020844958859651,0.3026732122412633,3.8783252325854334,1.3701090699460683,B_close,0.0123701613190041,False
144k,vggss,3371,aCUZuMblJPg_000080,2.9160610210965388e-05,5.489376781042665e-05,3.06165347865317e-05,3.041955642402172e-05,0.0001730438380036,3.041955642402172e-05,7.22434242561576e-05,0.0001730438380036,5.904186615827584e-05,4.182386783213588e-05,-1.2589462130563334e-06,-4.308281404519221e-05,0.8172628410985581,0.4186426468891395,2.6679143837994865,1.0372919363395294,B_close,-0.0032027175314236,False
144k,vggss,3372,aDclY0lRUu8_000129,5.632643660646863e-05,3.7829911889275536e-05,0.0001624777214601,0.000151182335685,8.843871182762086e-05,3.7829911889275536e-05,0.0001099821702155,0.0001624777214601,5.030731933844316e-05,7.215225832624128e-05,1.8496524717193097e-05,-5.365573360904818e-05,0.4574134083721286,0.8578678862740343,1.3308365041875003,0.4761095472856569,transition,-0.0603428773850879,False
144k,vggss,3373,aDsnFA2GDQw_000153,3.562634810805321e-05,8.041923865675926e-05,5.651796527672559e-05,2.855471939255949e-05,2.3022148525342345e-05,2.3022148525342345e-05,4.712851796284667e-05,8.041923865675926e-05,2.30354989416729e-05,2.4106369437504327e-05,1.2604199582710862e-05,-1.1502169854793465e-05,0.4887804653613916,0.4549948966189689,2.769565353702112,1.138394767804696,B_close,0.0142498519475479,False
144k,vggss,3374,aE-_vO4AagE_000070,3.330302206450142e-05,4.2178562580375e-05,5.832599345012568e-05,2.4744014808675278e-05,4.046649337396957e-05,2.4744014808675278e-05,4.142876605328638e-05,5.832599345012568e-05,1.1888916911733824e-05,1.6684751244611107e-05,8.559007255826145e-06,-8.125743988784961e-06,0.2869725083397873,0.4277991920204931,3.331930568518358,1.2886747511965595,A_ogl_help,0.2059105179828791,True
144k,vggss,3375,aESAKt3teu0_000030,4.732485103886575e-05,0.0001544126571388,0.0001450537965865,8.444434934062883e-05,0.0001308135542785,8.444434934062883e-05,0.0001286810893361,0.0001544126571388,2.6886872709825324e-05,4.423673999554012e-05,-3.711949830176309e-05,-8.135623829730321e-05,0.2089419109562054,0.7481920839887434,1.71252077325851,0.8234884620584273,transition,0.0661638279244116,False
144k,vggss,3376,aEYwqY-Zt_k_000011,8.084410183073487e-06,5.439453616418177e-06,1.8830818589776754e-05,1.8193095456808805e-05,1.7230016965186223e-05,5.439453616418177e-06,1.492334615704749e-05,1.8830818589776754e-05,5.505101026210883e-06,9.483892540629311e-06,2.64495656665531e-06,-6.838935973974003e-06,0.3688918670301782,0.3509270606417372,3.792601113866934,1.3608915294913095,B_close,-0.0190802010967724,False
144k,vggss,3377,aFKE_xiCSLY_000099,1.761489147611428e-05,2.2675432774121876e-05,0.0001673600345384,0.00011618064309,8.192659879568964e-05,2.2675432774121876e-05,9.703567729957284e-05,0.0001673600345384,5.2606499492217225e-05,7.436024452545098e-05,-5.0605412980075926e-06,-7.942078582345857e-05,0.5421356449113877,0.880746850182916,1.274454817978319,0.4409801994774855,B_close,0.0310203050466115,False
144k,vggss,3378,aFKTFN8p-pw_000053,1.7430889784009196e-05,5.360587238101289e-05,0.0001664309384068,2.828365722962189e-05,0.0001961271773325,2.828365722962189e-05,0.0001111119113375,0.0001961271773325,7.151093343526006e-05,8.282825410788064e-05,-1.08527674456127e-05,-9.368102155349334e-05,0.6435937657308903,0.7214562503236117,1.6794315159982167,0.6185678248007439,A_ogl_help,0.1171258566491942,True
144k,vggss,3379,aFfXpjfI2nk_000090,3.580371048883535e-05,2.8751674108207222e-05,4.736365008284338e-05,1.5856239770073444e-05,1.848341344157234e-05,1.5856239770073444e-05,2.7613744350674096e-05,4.736365008284338e-05,1.2378969232484552e-05,1.1757504580600653e-05,1.9947470718761903e-05,8.189966138161253e-06,0.4482901367985744,0.3553364535696345,3.4734101413037872,1.302362672084036,B_close,-0.016340942739033,False
144k,vggss,3380,aHx50zHbHbE_000013,5.6977827625814825e-05,5.202670945436694e-05,0.0001373992563458,4.275912942830473e-05,0.0001138926018029,4.275912942830473e-05,8.651942425785819e-05,0.0001373992563458,4.013339924644453e-05,4.376029482955346e-05,1.4218698197510092e-05,-2.9541596632043365e-05,0.4638657687646295,0.5574672349239155,2.149541771385531,0.8767341355777264,B_close,-0.0058323732888785,False
144k,vggss,3381,aIKqoPShvNs_000070,3.157767787342891e-05,3.033392204088159e-05,5.22442496730946e-05,1.82814801519271e-05,5.4107211326481774e-05,1.82814801519271e-05,3.8741715798096266e-05,5.4107211326481774e-05,1.5064271575809284e-05,2.0460235646169167e-05,1.3296197721501812e-05,-7.164037924667355e-06,0.3888385236812234,0.4636347772336773,3.0282647026663168,1.2291163893640715,transition,-0.0612755085287564,False
144k,vggss,3382,aJBHU0__eZI_000413,6.225816377991578e-06,6.356575795507524e-06,2.2658288798993453e-05,2.998524541908409e-05,2.099401353916619e-05,6.356575795507524e-06,1.9998530888187812e-05,2.998524541908409e-05,8.571795373852738e-06,1.3641955092680291e-05,-1.3075941751594658e-07,-1.3772714510196238e-05,0.4286212533199471,0.3981290936434656,3.550003638648509,1.327203407326932,B_close,0.0449945137574017,False
144k,vggss,3383,aJNiSRqdCco_000011,3.777370511670597e-05,3.7815789255546406e-05,7.626463047927245e-05,7.002657366683707e-05,5.4294345318339765e-05,3.7815789255546406e-05,5.960033467999892e-05,7.626463047927245e-05,1.4909100881277386e-05,2.178454542445252e-05,-4.2084138840436935e-08,-2.1826629563292958e-05,0.2501512946416504,0.487024741814073,2.9670433286942224,1.2224502038175191,A_ogl_help,0.1259118908695856,True
144k,vggss,3384,aKZ3NJi8GVU_000000,5.046672868047608e-06,2.709591853999882e-06,1.1413837455620524e-05,1.816859730752185e-05,3.1746945751365274e-05,2.709591853999882e-06,1.6009743092126882e-05,3.1746945751365274e-05,1.0610567499408204e-05,1.3300151238127e-05,2.337081014047726e-06,-1.0963070224079274e-05,0.6627568873747991,0.3847330024880478,3.5037068490798613,1.313753115128964,transition,0.0660229293617752,False
144k,vggss,3385,aKdPOb-VW7g_000437,2.381037120358087e-05,1.8360236936132424e-05,2.9452319722622636e-05,3.5622346331365407e-05,5.041110125603154e-05,1.8360236936132424e-05,3.3461501061538e-05,5.041110125603154e-05,1.157669979124966e-05,1.5101264125405578e-05,5.450134267448448e-06,-9.65112985795713e-06,0.3459707252809524,0.4058674335376002,3.4092797702200546,1.2989322749900325,B_close,0.0223747191272901,False
144k,vggss,3386,aKiYt30HO0k_000004,4.989515946363099e-05,3.962646587751806e-05,5.4435746278613806e-05,3.116532025160268e-05,9.599192708265036e-06,9.599192708265036e-06,3.3706681278999895e-05,5.4435746278613806e-05,1.622010717065979e-05,2.410748857073486e-05,4.029596675536595e-05,1.6188478184631094e-05,0.4812134139342078,0.5168678559550751,2.8258165533419586,1.1945391695034535,B_close,-0.0115177307383494,False
144k,vggss,3387,aLL-B4ul-Dg_000620,3.690557059599087e-05,3.942744297091849e-05,1.62361884576967e-05,4.251611971994862e-05,1.9585133486543785e-05,1.62361884576967e-05,2.9441221158776895e-05,4.251611971994862e-05,1.1642518534509254e-05,1.32050327010802e-05,2.0669382138294168e-05,7.464349437213968e-06,0.395449579748102,0.3763499758207166,3.3990546339587584,1.295627943406208,B_close,0.0125748706547825,False
144k,vggss,3388,aN4VaaPbptE_000137,3.7116449675522745e-05,2.3637870981474407e-05,4.8903988499660045e-05,6.089968155720271e-05,3.5562366974772885e-05,2.3637870981474407e-05,4.225097700327751e-05,6.089968155720271e-05,1.399305152033398e-05,1.8613106021803105e-05,1.3478578694048338e-05,-5.134527327754768e-06,0.3311888271660204,0.4436481165341069,3.168104175042703,1.25612171474224,C_aud_better,-0.1518122530145438,False
144k,vggss,3389,aNKWalYyU0g_000012,6.005425530020148e-05,0.0001331847452092,0.000122102923342,3.8827503885841e-05,7.6065152825322e-05,3.8827503885841e-05,9.254508131562034e-05,0.0001331847452092,3.769089569981805e-05,5.371757742977934e-05,2.122675141436048e-05,-3.249082601541886e-05,0.4072706530050489,0.764075369887966,1.6155332535275566,0.7060382901091389,B_close,0.0067727117309468,False
144k,vggss,3390,aNkOcOCm32s_000010,8.462944970233366e-05,0.0001274539536098,3.422864028834738e-05,0.000196432811208,0.00012303434778,3.422864028834738e-05,0.0001202874382215,0.000196432811208,5.7582851144886375e-05,8.605879793321947e-05,5.040080941398628e-05,-3.5657988519233186e-05,0.4787104289212645,0.9401684421390072,1.129164345209831,0.2748568880074644,B_close,0.0015599624534756,False
144k,vggss,3391,aNmPy_PCO1I_000080,6.713815673720092e-05,3.817669130512513e-05,0.0001168119270005,1.6226009392994456e-05,7.899830234237015e-05,1.6226009392994456e-05,6.255323251025402e-05,0.0001168119270005,3.858391378688008e-05,4.632722311725957e-05,5.091214734420646e-05,4.584924226946896e-06,0.6168172648880331,0.6479008070869079,1.993534066213031,0.862929568321293,B_close,0.004895729581035,False
144k,vggss,3392,aO5LRQS08E4_000087,9.009998393594287e-06,4.808495759789366e-06,6.964660315134097e-06,8.82494896359276e-06,9.302231774199754e-06,4.808495759789366e-06,7.475084203178994e-06,9.302231774199754e-06,1.7700162138805372e-06,2.666588443389628e-06,4.201502633804921e-06,1.534914190415293e-06,0.2367887993994485,0.2762206585412036,3.9811676647681535,1.3839542682294597,A_ogl_help,0.130097071955362,True
144k,vggss,3393,aOOqSWgmRJM_000033,0.0001372128317598,8.624838665127754e-05,0.0002625818597152,5.745377347921021e-05,5.73008946957998e-05,5.73008946957998e-05,0.0001158962286353,0.0002625818597152,8.550526683163371e-05,5.859533393959282e-05,7.991193706402555e-05,2.131660312443273e-05,0.737774367970434,0.4301432136336331,2.5768288291058723,1.0048310925916062,transition,-0.0739345319906875,False
144k,vggss,3394,aP3YC0i0yyY_000082,6.62209204165265e-05,9.060355660039932e-05,0.0002068035973934,0.0001203758001793,7.917251787148416e-05,7.917251787148416e-05,0.0001242388680111,0.0002068035973934,4.998541767269278e-05,4.506635013967753e-05,-1.2951597454957664e-05,-5.801794759463519e-05,0.4023331705517637,0.5376874771215394,2.3697565323437426,0.9673973854425256,B_close,0.0053659161387675,False
144k,vggss,3395,aPGfndmW1zM_000263,3.604859375627712e-05,0.0001228066103067,6.103283521952108e-05,0.0001122448738897,0.0001797797303879,6.103283521952108e-05,0.0001189660124509,0.0001797797303879,4.217370391873289e-05,5.793317723146174e-05,-2.498424146324396e-05,-8.29174186947057e-05,0.3545021224957808,0.8028902344126216,1.507854767153337,0.6584346328529829,B_close,0.011917649700588,False
144k,vggss,3396,aPRH3YE7Lpo_000253,0.0001560513337608,3.181782813044265e-05,4.557391730486415e-05,0.0002079630794469,0.0001012371867545,3.181782813044265e-05,9.66480029092054e-05,0.0002079630794469,6.93246360522902e-05,6.483017477876274e-05,0.0001242335056304,5.940333085163729e-05,0.7172898970030064,0.6016739104414153,2.040394009421618,0.8121076301120812,B_close,0.0113070094186582,False
144k,vggss,3397,aS4pa9XV7yA_000030,3.4389271604595706e-05,3.7374658859334886e-05,3.296565773780458e-05,6.485202902695164e-05,2.640396633069031e-05,2.640396633069031e-05,4.039907798869535e-05,6.485202902695164e-05,1.4647634727967023e-05,1.3995111658005044e-05,7.985305273905396e-06,-6.009806384099647e-06,0.362573490713471,0.3752869889903686,3.3977591925361064,1.2837093175472447,A_ogl_help,0.1549327757658928,True
144k,vggss,3398,aS5eOryeLbM_000210,3.802995342994109e-05,6.904108158778399e-05,5.183381290407851e-05,6.174382724566385e-05,5.265173967927694e-05,5.183381290407851e-05,5.8817615354200825e-05,6.904108158778399e-05,7.068831186340272e-06,6.983802450122312e-06,-1.3803859474137424e-05,-2.0787661924259737e-05,0.1201822131647404,0.3153452868462502,3.7584925756847154,1.3529976747567187,B_close,-0.0447454466098687,False
144k,vggss,3399,aSDoEYTHGUA_000030,7.580160308862105e-05,3.000106335093733e-05,9.620672062737869e-05,5.855299605173059e-05,3.720682070706971e-05,3.000106335093733e-05,5.549190018427908e-05,9.620672062737869e-05,2.5744872332056168e-05,2.5490836833341746e-05,4.580053973768372e-05,2.0309702904341972e-05,0.4639392820675065,0.4600615974314301,2.7877805239348032,1.1337577728344366,C_aud_better,-0.1409258497837752,False
144k,vggss,3400,aSJKZRwMsxE_000050,9.324209713668097e-06,1.6209660316235386e-05,3.956146611017175e-05,4.474011802813038e-05,1.7810829376685433e-05,1.6209660316235386e-05,2.9580518457805734e-05,4.474011802813038e-05,1.2715524012797297e-05,1.3370858141570352e-05,-6.885450602567289e-06,-2.025630874413764e-05,0.4298614316356551,0.3724044842675834,3.3310745088954645,1.2818640703531343,B_close,0.004235341541737,False
144k,vggss,3401,aTdpU4HGxXA_000109,5.7426226703682914e-05,4.35406036558561e-05,0.0001031711362884,5.5560918553965166e-05,6.841948925284669e-05,4.35406036558561e-05,6.767303693777649e-05,0.0001031711362884,2.2303306909614923e-05,2.4132433281920385e-05,1.3885623047826812e-05,-1.0246810234093571e-05,0.3295744940502996,0.4718736097883423,2.8829201109200966,1.1713751893936777,B_close,-0.0196195075687353,False
144k,vggss,3402,aU3PT6cU-5g_000395,1.6139652871061116e-05,2.1572155674220998e-05,2.831106212397572e-05,3.2211053621722385e-05,3.29512549797073e-05,2.1572155674220998e-05,2.87613815999066e-05,3.29512549797073e-05,4.509518628351974e-06,7.189225925685605e-06,-5.432502803159878e-06,-1.2621728728845484e-05,0.1567907512609414,0.3241361095434191,3.8715293450171298,1.3703464495013291,B_close,0.0062975843403137,False
144k,vggss,3403,aU8dxXh2yqk_000390,1.740534025884699e-05,1.974787301151082e-05,0.000123175283079,1.361130034638336e-05,0.0001162051412393,1.361130034638336e-05,6.818489941906591e-05,0.000123175283079,5.160985652590928e-05,5.457359907268256e-05,3.794039912463632e-06,-5.077955916021892e-05,0.7569103564810434,0.5477985893473155,2.049714783706041,0.7806516663073823,B_close,0.0264493130350712,False
144k,vggss,3404,aUG81LArlcM_000049,0.0002622527827043,0.0001002500794129,0.0005464475252665,8.047708251979202e-05,0.0004777059657499,8.047708251979202e-05,0.0003012201632373,0.0005464475252665,0.0002123677116779,0.0002207430807175,0.0001817757001845,-3.896738053299487e-05,0.7050248874298667,0.6806502931007169,1.769069426065972,0.6263811595397113,B_close,0.0075051911326434,False
144k,vggss,3405,aUfDxRelPHg_000022,2.6197663828497756e-05,0.0001620153780095,2.970334571728017e-05,4.633211938198656e-05,2.2406642528949305e-05,2.2406642528949305e-05,6.511437140943599e-05,0.0001620153780095,5.66137547730968e-05,4.270772888048669e-05,3.791021299548447e-06,-3.891670758093824e-05,0.8694509913504697,0.4626711244037852,2.696747893239209,1.0498488913135786,B_close,-0.0243455433180316,False
144k,vggss,3406,aW3_8p1ElDw_000030,4.004598667961545e-05,4.953838288201951e-05,5.526230961550027e-05,5.393962055677548e-05,3.770721014006995e-05,3.770721014006995e-05,4.91118807985913e-05,5.526230961550027e-05,6.917066984299108e-06,1.1404670658521354e-05,2.3387765395455062e-06,-9.065894118975848e-06,0.1408430479921166,0.3725979831716031,3.686681449892897,1.3467586526020927,B_close,0.0054367578750613,False
144k,vggss,3407,aWJDNhMn408_000025,2.2629874365520664e-05,2.9266991987242363e-05,1.2485970728448592e-05,0.0001051527578965,0.0001181819025077,1.2485970728448592e-05,6.627190578001318e-05,0.0001181819025077,4.601265824685885e-05,5.378593505156459e-05,1.0143903637072071e-05,-4.364203141449252e-05,0.6943011175745564,0.635956605347818,1.9348159687682984,0.7775533909943468,B_close,-0.0054591816236543,False
144k,vggss,3408,aWgRtDIA2U4_000029,2.303799738001544e-05,4.402880585985258e-05,5.060587136540562e-05,1.231313308380777e-05,6.272857717704028e-05,1.231313308380777e-05,4.241909687152656e-05,6.272857717704028e-05,1.863101235513124e-05,3.0105963787718792e-05,1.072486429620767e-05,-1.938109949151112e-05,0.4392128482027427,0.5976498825889464,2.4079698817273654,1.099996234170255,A_ogl_help,0.1567505514384515,True
144k,vggss,3409,aXV-yaFmQNk_000070,0.0001421285705873,0.000164282406331,4.921041545458138e-05,0.0001822193735279,6.249054422369227e-05,4.921041545458138e-05,0.0001145506848843,0.0001822193735279,5.922817023079692e-05,6.53402694297256e-05,9.291815513279288e-05,2.7577885703067292e-05,0.5170477181399284,0.6173142479408317,1.926631530510684,0.7236973667670089,B_close,-0.0447084841347125,False
144k,vggss,3410,aZ2SllViDNM_000165,0.0003206647234037,0.0002504655276425,0.0001988199801417,0.0005502623389475,0.0004019293992314,0.0001988199801417,0.0003503693114907,0.0005502623389475,0.0001374441986163,0.000151549331349,0.000121844743262,-2.9704588087042797e-05,0.3922837820229229,0.8779932633721813,1.272802834596687,0.3734314247828247,A_ogl_help,0.2936050803210319,True
144k,vggss,3411,aZNrJFxR9HU_000013,3.536808435455896e-05,5.530882845050655e-05,7.034822192508727e-05,1.9764398530242037e-05,1.081271329894662e-05,1.081271329894662e-05,3.905854055119562e-05,7.034822192508727e-05,2.4562200078468e-05,2.8245827252249e-05,2.455537105561234e-05,-3.69045619663666e-06,0.6288560640475883,0.5013813184246574,2.570337562272316,1.0848734443023098,transition,0.0669873869242955,False
144k,vggss,3412,aZfszZqR7i4_000120,1.3814635167364033e-05,2.631026836752426e-05,3.549542452674359e-05,8.214057743316516e-06,3.088791709160432e-05,8.214057743316516e-06,2.522691693229717e-05,3.549542452674359e-05,1.0345291188956108e-05,1.7012859188980656e-05,5.600577424047515e-06,-1.141228176493314e-05,0.4100893984278903,0.4401100135973892,3.329741949940123,1.2953387532789606,transition,0.0506965616282327,False
144k,vggss,3413,aZj3L_Pjz8A_000100,0.0001091957674361,0.0001693251251708,0.0001014441513689,0.0001105644114431,6.181771459523588e-05,6.181771459523588e-05,0.0001107878506445,0.0001693251251708,3.844490010030044e-05,4.897013604931999e-05,4.7378052840940654e-05,-1.5920832083793357e-06,0.3470136831487453,0.7191228796445939,1.8031899224138677,0.8250717490861678,B_close,-0.0012632259626521,False
144k,vggss,3414,aZxm-nYkpNs_000003,2.5367527996422723e-05,7.933795131975785e-05,2.924655564129353e-05,8.849948062561452e-05,3.843036392936483e-05,2.924655564129353e-05,5.887858787900768e-05,8.849948062561452e-05,2.5456679068264038e-05,2.963203223771416e-05,-3.879027644870803e-06,-3.351105988258496e-05,0.4323588588873112,0.5117147321204557,2.500215334919164,1.0609415503540185,B_close,0.0463897641136981,False
144k,vggss,3415,a_HZ5bMXveM_000033,1.828235872380901e-05,4.451678614714183e-05,4.337662539910525e-05,4.0274033381138e-05,0.0001143054396379,4.0274033381138e-05,6.061822114133975e-05,0.0001143054396379,3.103519066373968e-05,2.034418776020175e-05,-2.1991674657328986e-05,-4.2335862417530734e-05,0.5119779181803579,0.3575301567576318,3.110836837424423,1.1751710187347808,B_close,0.0101942947366621,False
144k,vggss,3416,a_HzXa0YVIo_000170,0.0001425693044438,6.955945718800649e-05,0.0001415852020727,0.000112613539386,5.260041507426649e-05,5.260041507426649e-05,9.408965343027376e-05,0.0001415852020727,3.5078657752253026e-05,4.148923835600726e-05,8.996888936962932e-05,4.847965101362206e-05,0.3728216278131843,0.6037578192480668,2.1361025833028875,0.9170572613232758,B_close,0.03135525925699,False
144k,vggss,3417,aa09xLmz7sY_000023,1.850671287684236e-05,2.7977725039818324e-05,4.965936386724934e-05,3.5640547139337286e-05,3.406995165278204e-05,2.7977725039818324e-05,3.683689692479675e-05,4.965936386724934e-05,7.937062175726216e-06,8.859171884978423e-06,-9.471012162975969e-06,-1.833018404795439e-05,0.2154650048816512,0.3362507231464796,3.7259574742202455,1.347233765129631,B_close,-0.0432298347827514,False
144k,vggss,3418,aajx_w7vgjA_000003,1.159143812401453e-05,7.999028639460448e-06,8.479461030219682e-06,2.0962374037480916e-05,1.8119075321010317e-05,7.999028639460448e-06,1.388998475704284e-05,2.0962374037480916e-05,5.741973269488718e-06,5.890956117582391e-06,3.592409484554082e-06,-2.298546633028309e-06,0.4133894579385541,0.3058542543039694,3.823951979777111,1.3629845569518986,B_close,0.0049502850601682,False
144k,vggss,3419,acepdtp7F7Y_000348,3.664931864477694e-05,4.739877113024704e-05,4.194711073068902e-05,8.532889478374273e-05,4.282419831724837e-05,4.194711073068902e-05,5.437474374048179e-05,8.532889478374273e-05,1.7990864504436874e-05,1.2427633009792771e-05,-5.297792085912079e-06,-1.772542509570485e-05,0.3308680329658776,0.3368426439025619,3.3510941047116685,1.2624236541988487,A_ogl_help,0.1510983399130666,True
144k,vggss,3420,ad6gQQ_0evk_000030,3.1489620596403256e-05,6.837723049102351e-05,2.3496788344345987e-05,8.367419650312513e-05,8.225580677390099e-05,2.3496788344345987e-05,6.44510055280989e-05,8.367419650312513e-05,2.438854836935944e-05,4.095421718375292e-05,7.99283225205727e-06,-3.296138493169565e-05,0.378404466610326,0.7220503491535352,1.8209492500556423,0.8858103514930642,transition,0.0544514079670329,False
144k,vggss,3421,agkVG4i1-5k_000134,2.985112041642424e-05,4.8909478209679946e-05,1.5056114534672815e-05,4.280887878849171e-05,1.045500084728701e-05,1.045500084728701e-05,2.930736809503287e-05,4.8909478209679946e-05,1.677083398968197e-05,1.885236724774586e-05,1.9396119569137227e-05,5.437523213913664e-07,0.5722395110779108,0.4240976218670779,3.021923696987657,1.215908575416196,transition,0.0935012389165191,False
144k,vggss,3422,ai3XR_nPrpI_000101,4.543660543276928e-05,0.0001914005697472,0.0002873639168683,0.0001103897229768,5.348727063392289e-05,5.348727063392289e-05,0.0001606603700565,0.0002873639168683,8.805106451567656e-05,0.0001071730994226,-8.050665201153606e-06,-0.0001152237646238,0.5480571499036749,0.8940375901124316,1.2352040105180948,0.3576973840142084,B_close,0.0016357427198136,False
144k,vggss,3423,ai3XR_nPrpI_000150,9.038541611516848e-05,0.0001893396256491,0.0002502782735973,0.0003806595923379,0.0002399920922471,0.0001893396256491,0.0002650673959578,0.0003806595923379,7.061115360952361e-05,7.572777030873112e-05,-9.89542095339857e-05,-0.0001746819798427,0.2663894341073261,0.8053858836040907,1.49657603000894,0.6273554802813638,B_close,0.0040126607480393,False
144k,vggss,3424,aidxQEWjcjI_000070,9.89859690889716e-05,7.12648979970254e-05,4.839113898924552e-05,0.0001503782550571,3.1349558412330225e-05,3.1349558412330225e-05,7.534596261393744e-05,0.0001503782550571,4.557616179813859e-05,4.399640420160722e-05,6.763641067664139e-05,2.364000647503417e-05,0.6048918909121209,0.571939186066786,2.3184991540044355,0.970047536097705,B_close,0.0165738583995923,False
144k,vggss,3425,al7bGtNVe4E_000161,1.893344597192481e-05,6.366393790813163e-05,0.0001141952743637,5.27469273947645e-05,2.7972067982773297e-05,2.7972067982773297e-05,6.464455191235174e-05,0.0001141952743637,3.139530317581845e-05,3.667248392957845e-05,-9.038622010848483e-06,-4.571110594042693e-05,0.4856604655313528,0.5954351643802382,2.318456025756888,1.0171899031793847,transition,0.0738868587685539,False
144k,vggss,3426,alMbWx4lVL4_000030,5.829929705214454e-06,0.0001116635976359,9.015084287966602e-06,2.2965723474044356e-05,8.463935228064656e-05,9.015084287966602e-06,5.707093941964558e-05,0.0001116635976359,4.246441653292523e-05,4.805585513167898e-05,-3.185154582752148e-06,-5.124100971443113e-05,0.7440637383008919,0.6019362828821607,2.0486534140402184,0.8389576333917714,B_close,-0.0138592256960171,False
144k,vggss,3427,amEW4O2Z350_000035,6.601012501050718e-06,1.6832449546200223e-05,9.048450010595843e-06,7.88165743870195e-06,9.12523773877183e-06,7.88165743870195e-06,1.0721948683567462e-05,1.6832449546200223e-05,3.5621467824039524e-06,2.8402912448655115e-06,-1.280644937651232e-06,-4.120936182516744e-06,0.3322294190666408,0.2762591128675479,3.937423202423267,1.3779389064416694,B_close,-0.0155566930654569,False
144k,vggss,3428,amHGECYhLoY_000055,1.9906399757019244e-05,3.1040850444696844e-05,4.091035953024402e-05,8.24889648356475e-05,5.422299000201747e-05,3.1040850444696844e-05,5.216579120315146e-05,8.24889648356475e-05,1.934344068564499e-05,2.1124940758454613e-05,-1.11344506876776e-05,-3.225939144613221e-05,0.370807002817517,0.4470681308942491,3.0160967731222663,1.2070113857469948,B_close,0.0296727852496241,False
144k,vggss,3429,amZFmEB9Opg_000032,1.176452042273013e-05,1.203754982270766e-05,3.9936105167726055e-05,2.213451443822123e-05,1.4084668691793922e-05,1.203754982270766e-05,2.2048209530112217e-05,3.9936105167726055e-05,1.099563037461182e-05,1.0010659707404557e-05,-2.730293999775313e-07,-1.0283689107382088e-05,0.4987085395571282,0.3392247578773127,3.56907391478573,1.319258711356718,B_close,-0.0004286986170873,False
144k,vggss,3430,amniAzV2-jM_000030,0.0001242771977558,0.0002377411728957,4.6548091631848365e-05,0.0001022090873448,9.343114652438088e-05,4.6548091631848365e-05,0.0001199823745992,0.0002377411728957,7.120496110399967e-05,7.34342829673551e-05,7.772910612402484e-05,4.294823156669736e-06,0.5934618425569349,0.7777831389569493,1.5867902106605758,0.6839335210345805,B_close,-0.0456326407679936,False
144k,vggss,3431,an8sNYncBao_000450,0.0001523310638731,0.0001303807075601,0.0003466168418526,8.516944944858551e-05,0.0004355582641437,8.516944944858551e-05,0.0002494313157512,0.0004355582641437,0.0001459822552859,0.0001642618663026,6.716161442454904e-05,-9.710025187814608e-05,0.5852603344780836,0.8494234042614636,1.3437581931363003,0.4240795911401098,transition,-0.068943103022036,False
144k,vggss,3432,aouKweCzxj8_000290,7.931039363029413e-06,5.4785876272944734e-05,5.5453190725529566e-05,3.439890861045569e-05,0.0001407065719831,3.439890861045569e-05,7.133613689802587e-05,0.0001407065719831,4.093530018012352e-05,3.693722828757018e-05,-2.646786924742628e-05,-6.340509753499646e-05,0.5738367952085774,0.5202597025634368,2.6204469494097693,1.0629409970681385,transition,0.0611840275446065,False
144k,vggss,3433,apZT-WEJ--A_000175,3.897769420291297e-05,3.9149126678239554e-05,5.296398012433201e-05,4.4985230488236994e-05,4.5628043153556064e-05,3.9149126678239554e-05,4.568159511109116e-05,5.296398012433201e-05,4.903928700730577e-06,6.532468432851601e-06,-1.714324753265828e-07,-6.703900908178184e-06,0.1073502072071896,0.315500608940601,3.869764125060265,1.3693237745977762,C_aud_better,-0.1208169181681668,False
144k,vggss,3434,apiwldD6mRo_000020,5.738392246712465e-06,2.97097212751396e-05,5.39836473762989e-05,1.0988897884089964e-05,1.668871300353203e-05,1.0988897884089964e-05,2.7842744884765125e-05,5.39836473762989e-05,1.654763555499564e-05,1.685384700067516e-05,-5.2505056373775005e-06,-2.210435263805266e-05,0.5943248635679633,0.402352516618246,3.213506060422186,1.2495343541813988,B_close,-0.0205091598385021,False
