scale,dataset,sample_index,sample_id,d_pos,d_neg_1,d_neg_2,d_neg_3,d_neg_4,D_min,D_mean,D_max,D_std,mean_minus_min,pos_minus_min,pos_minus_mean,negative_cv,weight_max,N_eff,weight_entropy,group,delta_iou,group_a
10k,vggss,1384,DUNOn71oGCw_000040,3.212489900761284e-05,2.392283022345509e-05,4.928481939714402e-05,3.406441101105884e-05,7.01909011695534e-05,2.392283022345509e-05,4.436574045030284e-05,7.01909011695534e-05,1.7429617254971276e-05,2.0442910226847744e-05,8.202068784157746e-06,-1.2240841442689998e-05,0.3928620840780378,0.4489655470809296,3.038762365107744,1.219418662782089,,,
10k,vggss,1385,DUSKxRMntZY_000268,7.486753474950092e-06,3.776319499593228e-05,5.288356260280125e-05,3.292756082373671e-05,5.0971790187759325e-05,3.292756082373671e-05,4.363652715255739e-05,5.288356260280125e-05,8.492522282389493e-06,1.070896632882068e-05,-2.544080734878662e-05,-3.61497736776073e-05,0.1946195730173218,0.3573689042102709,3.626746531210856,1.3348331839487309,,,
10k,vggss,1386,DUlxiX4ri1Q_000045,2.8279147954890504e-05,2.5426264983252626e-05,1.019481169350911e-05,2.4272101654787548e-05,2.6255405828123912e-05,1.019481169350911e-05,2.1537146039918295e-05,2.6255405828123912e-05,6.586268902524372e-06,1.1342334346409189e-05,1.8084336261381395e-05,6.742001914972207e-06,0.3058097340435435,0.3727825523701381,3.700571540641074,1.3491838221882306,,,
10k,vggss,1387,DVDQyIt56nQ_000200,4.658130274037831e-05,1.928764504555147e-05,3.915102934115566e-05,3.371570346644148e-05,4.328219802118838e-05,1.928764504555147e-05,3.385914396858425e-05,4.328219802118838e-05,9.07120656964021e-06,1.4571498923032776e-05,2.7293657694826837e-05,1.2722158771794057e-05,0.2679100977288973,0.4094283214340188,3.48985337532334,1.3187686668948246,,,
10k,vggss,1388,DVU3ovcB058_000037,3.749310053535737e-05,1.3928334738011472e-05,4.476337198866531e-05,0.0001188953756354,5.123865048517473e-05,1.3928334738011472e-05,5.720643321183161e-05,0.0001188953756354,3.830458075783267e-05,4.327809847382014e-05,2.35647657973459e-05,-1.971333267647424e-05,0.6695851953571963,0.6389631227811735,2.1257508048949454,0.9445856958949268,,,
10k,vggss,1389,DWLJMnVOT20_000083,1.604707540536765e-05,4.658042234950699e-05,3.664627729449421e-05,1.2889469871879555e-05,1.4818268027738668e-05,1.2889469871879555e-05,2.7733609385904856e-05,4.658042234950699e-05,1.4333461972283644e-05,1.48441395140253e-05,3.157605533488095e-06,-1.1686533980537206e-05,0.5168264171041649,0.3835683015722665,3.235297863333698,1.2612489181657962,,,
10k,vggss,1390,DXWEVucEPvU_000006,2.2973881641519256e-05,2.6160230845562182e-05,2.786501863738522e-05,1.0472982467035765e-05,2.5056220692931674e-05,1.0472982467035765e-05,2.238861316072871e-05,2.786501863738522e-05,6.951879272535691e-06,1.1915630693692949e-05,1.2500899174483491e-05,5.852684807905462e-07,0.3105095980098403,0.379532946900767,3.668114346389442,1.3448861096492006,,,
10k,vggss,1391,DYTLct-5tVs_000000,3.659265712485649e-05,8.048130439419765e-06,5.252136907074601e-05,3.65544437954668e-05,1.5980353055056185e-05,8.048130439419765e-06,2.8276074090172187e-05,5.252136907074601e-05,1.7440758253183738e-05,2.0227943650752422e-05,2.854452668543672e-05,8.3165830346843e-06,0.6168026790977167,0.4431949086723177,3.010808958284122,1.2129912573007815,,,
10k,vggss,1392,DYdalOQnx1Y_000030,1.7555268641444854e-05,2.007154944294598e-05,1.638160574657377e-05,1.76909779838752e-05,1.6242756828432903e-05,1.6242756828432903e-05,1.7596722500456963e-05,2.007154944294598e-05,1.536504495438521e-06,1.35396567202406e-06,1.3125118130119515e-06,-4.1453859012108296e-08,0.0873176522161226,0.262848403948607,3.986825605194461,1.3846176143469142,,,
10k,vggss,1393,DZ2idjIBgKk_000030,4.847950185649097e-05,5.482840788317844e-05,3.9101101720007136e-05,3.350325278006494e-05,9.790855256142096e-05,3.350325278006494e-05,5.633532873616787e-05,9.790855256142096e-05,2.524344480747221e-05,2.283207595610293e-05,1.497624907642603e-05,-7.855826879676897e-06,0.448092615660298,0.428396290255328,2.9386884713151367,1.166144757919096,,,
10k,vggss,1394,DZFP5hm7iKg_000161,1.0491287866898348e-05,4.346968489699066e-05,8.36384278954938e-05,4.385677675600164e-05,7.393093255814165e-05,4.346968489699066e-05,6.122395552665694e-05,8.36384278954938e-05,1.7893496450493978e-05,1.775427062966628e-05,-3.297839703009231e-05,-5.073266765975859e-05,0.2922629924279091,0.3981039928790814,2.984508283087529,1.2030575139162534,,,
10k,vggss,1395,DZFP5hm7iKg_000195,4.198991973680677e-06,2.7194400900043547e-05,4.708918277174234e-05,2.634224438224919e-05,2.2608441213378683e-05,2.2608441213378683e-05,3.080856731685344e-05,4.708918277174234e-05,9.556552034434594e-06,8.200126103474759e-06,-1.840944923969801e-05,-2.6609575343172764e-05,0.3101913807334625,0.3228214260313903,3.6780554191281785,1.3366973494097445,,,
10k,vggss,1396,DaaY_n80b2Y_000005,6.660486542386934e-05,0.0001260281860595,2.632975338201504e-05,0.0001128426738432,4.823837298317813e-05,2.632975338201504e-05,7.835974656700273e-05,0.0001260281860595,4.2058797339561424e-05,5.202999318498769e-05,4.02751120418543e-05,-1.1754881143133389e-05,0.536739833679763,0.6707543989569883,1.8697448253077544,0.7798986035148749,,,
