sample_index,sample_id,IoU_AUD_FINE,IoU_IMG_L4,IoU_IMG_FINE,IoU_IMG_VALUE,IoU_IMG_VALUE_RES,IoU_IQR_OLD,IoU_IQR_FINE,IoU_IQR_VALUE,IoU_IQR_VALUE_RES,delta_IMG_VALUE_vs_IMG_FINE,delta_IMG_VALUE_RES_vs_IMG_FINE,delta_IQR_VALUE_vs_IQR_FINE,delta_IQR_VALUE_RES_vs_IQR_FINE,delta_IQR_VALUE_vs_AUD_FINE,delta_IQR_VALUE_RES_vs_AUD_FINE,IMG_FINE_vs_IMG_VALUE_pixel_pearson,IMG_FINE_vs_IMG_VALUE_pixel_cosine,IMG_FINE_vs_IMG_VALUE_mean_absolute_difference,IMG_FINE_vs_IMG_VALUE_RES_pixel_pearson,IMG_FINE_vs_IMG_VALUE_RES_pixel_cosine,IMG_FINE_vs_IMG_VALUE_RES_mean_absolute_difference
10,-79qo5MUYBk_000207,0.312241923730872,0.33263403263403263,0.3240508898964607,0.12866714958348424,0.3228124894057023,0.32220586853724986,0.31838963677927357,0.31201020594131584,0.317660441748033,-0.19538374031297645,-0.0012384004907584067,-0.0063794308379577225,-0.0007291950312405815,-0.00023171778955616285,0.005418518017160978,0.8089596536775892,0.9619256651552737,0.17473684198536954,0.999868168336108,0.9999762486391756,0.0040267742439005424
11,-7TanrCbmME_000030,0.3091935329570458,0.3003360041354355,0.3025074764205199,0.21829194427619625,0.29744053774560497,0.3068509109737549,0.30780026109660574,0.30950177140850915,0.30599307868947895,-0.08421553214432365,-0.0050669386749149226,0.0017015103119034092,-0.001807182407126795,0.0003082384514633274,-0.003200454267566877,0.34534348911781665,0.9272099330405194,0.20338959560975464,0.9996246697279626,0.9999416117672599,0.006800151598859537
12,-7sg--aJdrc_000049,0.39946166157427615,0.30182654672800935,0.41154391110890154,0.09724794919290818,0.4122337790985636,0.38458015678456936,0.4037121839528426,0.39949072389959983,0.4032034610990934,-0.31429596191599335,0.0006898679896620852,-0.004221460053242754,-0.0005087228537491995,2.9062325323681026e-05,0.0037417995248172353,-0.28668462385710175,0.8294672536261881,0.3834274140400439,0.9997312914632804,0.9999844970750091,0.005351981520842559
13,-7tYmeOmsRg_000058,0.12137356261208988,0.1536463603858868,0.1341175097049123,0.06671578465994259,0.13817745083320823,0.12910204540346146,0.1248778899381309,0.12115946607692915,0.12484401280451414,-0.0674017250449697,0.004059941128295941,-0.0037184238612017473,-3.387713361675815e-05,-0.00021409653516073213,0.003470450192424257,0.39167012345759317,0.9633729733596181,0.14497050754509877,0.9997110860830369,0.9999770372925361,0.0062162158394794085
14,-7tYmeOmsRg_000180,0.20510733543595483,0.3071050171392957,0.30456387126366485,0.0,0.30395505959158886,0.281975517095821,0.28101424979044426,0.2029087615117508,0.27622641509433965,-0.30456387126366485,-0.0006088116720759928,-0.07810548827869346,-0.004787834696104609,-0.002198573924204028,0.07111907965838482,-0.42373957626860415,0.8282189581186555,0.328629890714521,0.9999424943136714,0.9999927495573798,0.0017856455570402394
15,-86gl1hp1Aw_000105,0.5758606034849129,0.604832141887612,0.616547880116959,0.0,0.6163608143887519,0.5927405196629213,0.5969648844185637,0.5782263571184705,0.5942054433713784,-0.616547880116959,-0.0001870657282071475,-0.018738527300093177,-0.002759441047185285,0.0023657536335576212,0.018344839886465514,-0.19525971071912374,0.7890706769218262,0.32843482018536374,0.9999879634631339,0.9999972729655814,0.0012003312824346586
16,-8cgbhIR_pw_000030,0.31353276353276355,0.2776282521817144,0.2905676483141272,0.18183920450165728,0.2868458751158675,0.2884623532901148,0.29785186157413485,0.3132735808792147,0.2981418178630905,-0.1087284438124699,-0.0037217731982596702,0.01542171930507985,0.0002899562889556728,-0.0002591826535488506,-0.015390945669673028,-0.39959470923247226,0.7880148961122357,0.325605564512389,0.9998963093519967,0.9999800860600521,0.004930057385949767
17,-A3zsFeU_OI_000030,0.14834959518372431,0.1757566823899371,0.15976448468655682,0.23189966428073733,0.15513606745879646,0.1592193808882907,0.15225050647405972,0.14857951000374361,0.1511248422609982,0.0721351795941805,-0.004628417227760362,-0.0036709964703161013,-0.0011256642130615113,0.0002299148200193002,0.00277524707727389,0.7735108846326174,0.9422822176701434,0.1387461203452509,0.9998263677339164,0.9999542191059768,0.005673926026339453
18,-ANxUxvGASw_000010,0.06107448662574828,0.06745616604594719,0.07136532672215336,0.0,0.07062431544359256,0.06416942000716531,0.06726756801869471,0.06109995072584619,0.0665208599843189,-0.07136532672215336,-0.0007410112785607992,-0.0061676172928485234,-0.0007467080343758065,2.5464100097911946e-05,0.005446373358570629,0.09865471953045317,0.8674352683497144,0.25784233471832607,0.99997559669742,0.9999942219411602,0.002956970765785453
19,-ByoSbgzr4M_000000,0.600633985177248,0.5500123690937577,0.5470344948961633,0.2693835567851316,0.5634346357935359,0.6220438083602409,0.5843727726300784,0.6000178603322022,0.5915267073551032,-0.2776509381110317,0.016400140897372628,0.015645087702123806,0.007153934725024791,-0.0006161248450458068,-0.009107277822144821,-0.13743421800629518,0.8324562397494828,0.24511709380616,0.9991952176942314,0.9998782450128951,0.008623699431876672
20,-CZ1LIc8aos_000020,0.3108935921952484,0.3667368613806995,0.375871224692997,0.0,0.37262466652985843,0.35919767748746373,0.3482802547770701,0.3115398356555913,0.3426803533745842,-0.375871224692997,-0.0032465581631385687,-0.036740419121478796,-0.005599901402485896,0.0006462434603428657,0.031786761179335765,-0.6833608895347129,0.6270121771166216,0.40767638731786626,0.999928102916237,0.9999877973085992,0.00253653562894782
21,-Cr0WQoFQQs_000045,0.2986236618935076,0.29860982391102875,0.3161302982731554,0.10135714966786384,0.31314996598308875,0.29794710560384685,0.3056780987619183,0.29786447258944254,0.30334698488913997,-0.21477314860529156,-0.0029803322900666673,-0.007813626172475774,-0.0023311138727783454,-0.0007591893040650444,0.004723322995632384,0.39061492562322514,0.9098462117787974,0.22266863768650194,0.9999873667139192,0.9999881038115466,0.0037414072410577003
22,-Cv3gOXEoxA_000040,0.3475189426308893,0.35215752534442424,0.35231337944192703,0.0,0.3551003244022588,0.35997781338592383,0.3525584666783893,0.3498735050597976,0.3529549581210098,-0.35231337944192703,0.002786944960331772,-0.002684961618591719,0.00039649144262049463,0.0023545624289083023,0.005436015490120516,-0.6784910170148856,0.5974526336860069,0.36982898244558693,0.9999737527052343,0.9999934936924121,0.0018099287107049826
23,-D64b_8YJK4_000046,0.26690251572327045,0.2581945395087079,0.28530610529854195,0.3379612019779384,0.2844813138930786,0.26220265678097004,0.2749321779973276,0.2674281213076014,0.27366893716496715,0.05265509667939644,-0.000824791405463321,-0.007504056689726202,-0.0012632408323604571,0.000525605584330957,0.006766421441696702,0.5106171167036441,0.891558556727894,0.22089146065552828,0.9999698145486206,0.9999889373486227,0.002855501024818932
