sample_index,sample_id,dataset,fold,IoU_AUD,intrinsic_IoU_AUD_binary,IoU_IMG,IoU_PROP_F34,IoU_PROP_K34,TP,FP,FN,IoU_expand_star,IoU_shrink_star,intrinsic_expand_gain,intrinsic_shrink_gain,intrinsic_error_type,candidate_5_2_error_type,candidate_5_2_expand_gain,candidate_5_2_shrink_gain,AUD_ONLY_pixels,TRUE_EXTENT_pixels,CONTEXT_LEAKAGE_pixels,AUD_ONLY_true_extent_ratio,AUD_ONLY_leakage_ratio,group_IMG_ONLY,group_AUD_ONLY,group_BOTH_SUCCESS,group_BOTH_FAIL,group_OGL_RESCUE,group_IMG_ONLY_SHRINK,AUD_OVER_EXPANSION,group_PROP_ONLY,group_PROP_HURT,probe_sampled_pixels,routing_sampled_pixels,OOF_predicted_leakage_ratio_PREDICTION,OOF_mean_leakage_probability_PREDICTION,transfer_from_flickr_144k_predicted_leakage_ratio_PREDICTION,transfer_from_flickr_144k_mean_leakage_probability_PREDICTION,OOF_predicted_leakage_ratio_WITHOUT_PROTOTYPE,OOF_mean_leakage_probability_WITHOUT_PROTOTYPE,transfer_from_flickr_144k_predicted_leakage_ratio_WITHOUT_PROTOTYPE,transfer_from_flickr_144k_mean_leakage_probability_WITHOUT_PROTOTYPE,OOF_predicted_leakage_ratio_WITH_PROTOTYPE,OOF_mean_leakage_probability_WITH_PROTOTYPE,transfer_from_flickr_144k_predicted_leakage_ratio_WITH_PROTOTYPE,transfer_from_flickr_144k_mean_leakage_probability_WITH_PROTOTYPE,OOF_predicted_leakage_ratio_PROTOTYPE_ONLY,OOF_mean_leakage_probability_PROTOTYPE_ONLY,transfer_from_flickr_144k_predicted_leakage_ratio_PROTOTYPE_ONLY,transfer_from_flickr_144k_mean_leakage_probability_PROTOTYPE_ONLY
517,4GxRRVp3hD4_000018,vggss_144k,3,0.36320364238410596,0.36320364238410596,0.3596901131333005,0.2725409199614871,0.24216917345108321,8775,15385,0,0.36320364238410596,1.0,0.0,0.636796357615894,INTRINSIC_SHRINK,SHRINK,0.0,0.014621976560996286,935,0,935,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.5,0.521973715548861,1.0,0.5644872269922726,0.75,0.5708875904427179,0.8333333333333334,0.6586167058257714,0.75,0.5865990233600092,0.8333333333333334,0.6209552053440629,0.5,0.5262264215956086,0.08333333333333333,0.39937228181261536
518,4IJCSuJoo9o_000002,vggss_144k,0,0.4785764173575051,0.4785764173575051,0.5145124821189608,0.4654335260115607,0.4065753977258402,15760,16802,369,0.4897816646928426,0.9771219542439085,0.01120524733533751,0.49854553688640335,INTRINSIC_SHRINK,SHRINK,0.0,0.03593606476145572,15870,4610,11260,0.2904851921865154,0.7095148078134845,True,False,False,False,True,True,True,False,False,12,12,0.5833333333333334,0.5523796455555938,0.5,0.5338765655223999,0.5,0.5546743280110756,0.5833333333333334,0.5438285566778546,0.5,0.5399809697887413,0.3333333333333333,0.5094607318673968,0.3333333333333333,0.509217879041765,0.25,0.41345488190480517
519,4JTxc-TKxPo_000092,vggss_144k,4,0.2890704534182568,0.2890704534182568,0.3071740928968207,0.2569373549883991,0.24790132300597703,11074,27235,0,0.2890704534182568,1.0,0.0,0.7109295465817431,INTRINSIC_SHRINK,SHRINK,0.0,0.02161960366312149,5526,678,4848,0.12269272529858849,0.8773072747014115,False,False,False,True,False,False,True,False,False,12,12,0.5833333333333334,0.4999284820844998,0.6666666666666666,0.5268196329505124,0.5833333333333334,0.5627628317267154,0.3333333333333333,0.48377207434693464,0.5833333333333334,0.5659787252902607,0.25,0.40162607302345493,0.6666666666666666,0.5131964853267993,0.0,0.3359194130184658
520,4K6nNmzeTk0_000030,vggss_144k,0,0.1682754905041979,0.1682754905041979,0.1792179580014482,0.15088333598599396,0.1101813110181311,3748,18481,44,0.17025097651865487,0.9883966244725738,0.001975486014456962,0.8201211339683759,INTRINSIC_SHRINK,SHRINK,0.0,0.010974916883091601,6482,778,5704,0.12002468373958655,0.8799753162604135,False,False,False,True,False,False,True,False,False,12,12,0.6666666666666666,0.539282623282566,0.75,0.5450555263452299,0.4166666666666667,0.5084212343288061,0.75,0.5476274527022996,0.6666666666666666,0.5424078749304557,0.8333333333333334,0.6063939433559733,1.0,0.5861604087244566,0.5833333333333334,0.5015726649508513
521,4K88ptVpPn8_000145,vggss_144k,1,0.17726307062542102,0.17726307062542102,0.1582487987186332,0.09395973154362416,0.09097115950559152,3421,15435,443,0.20021762785636563,0.885351966873706,0.02295455723094461,0.708088896248285,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,1837,457,1380,0.2487751769188895,0.7512248230811105,False,False,False,True,False,False,True,False,False,12,12,0.5,0.4986784108044169,0.6666666666666666,0.5243260872427152,0.08333333333333333,0.3914687574810147,0.16666666666666666,0.4010586994818656,0.08333333333333333,0.37253675381324797,0.0,0.33966215470613154,0.0,0.40866365327353615,0.0,0.29311289428939263
522,4L9KyVVsQOc_000030,vggss_144k,0,0.46258368787309123,0.46258368787309123,0.4342023282505329,0.7289118985985896,0.7715161586064635,14026,423,15872,0.9860492727812408,0.46912836979062145,0.5234655849081495,0.006544681917530215,INTRINSIC_EXPAND,EXPAND,0.30893247073337227,0.0,1118,1118,0,1.0,0.0,False,False,False,True,False,False,False,True,False,0,12,0.3333333333333333,0.477933335985497,0.9166666666666666,0.536060145019152,0.3333333333333333,0.4352169102959374,1.0,0.6226096289809241,0.16666666666666666,0.43688971245942404,0.75,0.612358406735355,0.25,0.43420299274954477,0.08333333333333333,0.323801202286793
523,4LnCvnu9QOo_000010,vggss_144k,3,0.16770069561947734,0.16770069561947734,0.1652661932963319,0.17939518195797027,0.19864570508570886,6244,27305,3684,0.2666451803507641,0.628928283642224,0.09894448473128678,0.46122758802274666,INTRINSIC_SHRINK,EXPAND,0.03894717847025722,0.0,6102,914,5188,0.1497869550966896,0.8502130449033104,False,False,False,True,False,False,True,False,False,12,12,0.5833333333333334,0.5180366529758387,0.9166666666666666,0.536794422890107,0.6666666666666666,0.5447209894980983,0.6666666666666666,0.5516785749314875,0.6666666666666666,0.5435392160119532,0.5,0.5219529849541017,0.75,0.529564401954499,0.08333333333333333,0.41339396925009647
524,4Mj0Eu8AThg_000002,vggss_144k,4,0.2703535279448438,0.2703535279448438,0.31666666666666665,0.20676115328521746,0.19365346222549124,5529,14922,0,0.2703535279448438,1.0,0.0,0.7296464720551562,INTRINSIC_SHRINK,SHRINK,0.0,0.047453418274229275,3290,57,3233,0.017325227963525838,0.9826747720364741,False,False,False,True,False,False,True,False,False,12,12,0.4166666666666667,0.48426056578114834,0.5,0.503338284410224,0.4166666666666667,0.49509045458493883,0.6666666666666666,0.5564034433803701,0.4166666666666667,0.4813856963513503,0.5833333333333334,0.5264088787967843,0.16666666666666666,0.4746213235116267,0.0,0.333168022116972
525,4O-dYCrVKLY_000030,vggss_144k,3,0.6995311453449431,0.6995311453449431,0.8033400766151595,0.8127343604974939,0.717513941123071,20888,7715,1257,0.7416275954454119,0.9432377511853691,0.04209645010046881,0.24370660584042603,INTRINSIC_SHRINK,SHRINK,0.007656707990543854,0.1038089312702164,8851,2224,6627,0.25127104282002033,0.7487289571799797,False,False,True,False,False,False,True,False,False,12,12,0.75,0.5804290623135105,0.8333333333333334,0.5549558756510786,0.75,0.7077746970178014,0.6666666666666666,0.6181324345502227,0.75,0.7015066134858275,0.75,0.6305977768043383,0.6666666666666666,0.576630525515054,0.5833333333333334,0.5320665930141232
526,4P518ZMug-U_000115,vggss_144k,2,0.056714454099394206,0.056714454099394206,0.04360599078341014,0.05494139382742224,0.0776887900760466,2069,32155,2257,0.1185822757051616,0.4782709200184928,0.06186782160576739,0.4215564659190986,INTRINSIC_SHRINK,EXPAND,0.018441356727930742,0.0,3135,555,2580,0.17703349282296652,0.8229665071770335,False,False,False,True,False,False,True,False,False,12,12,0.6666666666666666,0.5287989117269264,0.8333333333333334,0.5370159254450428,0.3333333333333333,0.48889338906449403,0.08333333333333333,0.4245020431525375,0.4166666666666667,0.49863920019089397,0.4166666666666667,0.46406658783574684,0.75,0.5489477009668289,0.75,0.5283047158487311
527,4PYTtp78Ig0_000060,vggss_144k,1,0.08996836873023045,0.08996836873023045,0.1088337901819088,0.07805949868455289,0.07061962179269218,1991,19430,709,0.12200632625395391,0.7374074074074074,0.03203795752372346,0.6474390386771769,INTRINSIC_SHRINK,SHRINK,0.0,0.019643878728672792,6436,244,6192,0.03791174642635177,0.9620882535736482,False,False,False,True,False,False,True,False,False,12,12,0.75,0.5254228595378899,0.75,0.5329893449027837,0.8333333333333334,0.6236727866705094,0.75,0.5909394463061509,0.8333333333333334,0.6111986266264963,0.4166666666666667,0.5125937280982282,0.16666666666666666,0.47547523518222506,0.0,0.3398507370210397
528,4Psj5jYa7a4_000020,vggss_144k,1,0.173373382216529,0.173373382216529,0.16947814935385222,0.11677029720643799,0.10531540958973946,3925,18714,0,0.173373382216529,1.0,0.0,0.826626617783471,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.004528657754476473,3814,489,3325,0.1282118510749869,0.8717881489250131,False,False,False,True,False,False,True,False,False,12,12,0.4166666666666667,0.49037075995776386,0.5833333333333334,0.5141774511965628,0.4166666666666667,0.48255507973434125,0.3333333333333333,0.4460323528528171,0.4166666666666667,0.42568708938212935,0.25,0.4120740799928156,0.08333333333333333,0.4327752944212742,0.16666666666666666,0.3846300391568976
529,4Q1DDOpej1o_000000,vggss_144k,3,0.1920483947378011,0.1920483947378011,0.18419404805062123,0.18030433534309503,0.174008920964266,5270,20497,1674,0.2530520024780438,0.7589285714285714,0.061003607740242716,0.5668801766907703,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0009424134798720063,134,0,134,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.9166666666666666,0.5141392761059456,1.0,0.5813604236396817,0.4166666666666667,0.4930826839356186,1.0,0.6280024242052561,0.4166666666666667,0.4842779858777427,0.5,0.5615848918988725,0.5,0.4966776078307962,0.0,0.3974301344911975
530,4RWpCBNrYSM_000174,vggss_144k,4,0.15624544527036874,0.15624544527036874,0.16203272582147132,0.09499374217772215,0.12277058674234559,6432,34734,0,0.15624544527036874,1.0,0.0,0.8437545547296312,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.005791591766668297,3924,342,3582,0.0871559633027523,0.9128440366972477,False,False,False,True,False,False,True,False,False,12,12,0.75,0.522509109354107,0.75,0.5280648543510768,0.75,0.5516984080506495,0.3333333333333333,0.44414524881822054,0.8333333333333334,0.5831582816213381,0.25,0.40976015416964434,1.0,0.5987127883321258,0.25,0.42444541145134806
531,4TgXgwVndiw_000160,vggss_144k,4,0.016826252672678257,0.016826252672678257,0.01686089759484255,0.02135678391959799,0.016442993592068675,543,31727,1,0.01685724024666109,0.9981617647058824,3.0987573982833166e-05,0.9813355120332041,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0014744449782266682,2600,0,2600,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.25,0.4191062213676336,0.4166666666666667,0.43286126847725365,0.3333333333333333,0.42965159477318143,0.3333333333333333,0.43269497879265567,0.3333333333333333,0.4574859078826765,0.3333333333333333,0.45490144805185295,0.8333333333333334,0.5707614611038013,0.5,0.4422926862291756
532,4Tpy1lsfcSM_000030,vggss_144k,3,0.5054844242351721,0.5054844242351721,0.5152726354762707,0.47822815454575196,0.46556212292898047,12673,8769,3629,0.6502333373220055,0.7773892773892774,0.14474891308683335,0.2719048531541053,INTRINSIC_SHRINK,SHRINK,0.0,0.015065269433990558,2005,438,1567,0.21845386533665836,0.7815461346633417,False,False,True,False,False,False,True,False,True,12,12,0.6666666666666666,0.5287733315288089,0.75,0.5254331203216339,0.5833333333333334,0.5310567273095875,0.6666666666666666,0.5411219662976204,0.6666666666666666,0.5414492863092945,0.75,0.5643936899208755,0.9166666666666666,0.5570080902509399,0.16666666666666666,0.443849981161861
533,4U7GK4-5No4_000046,vggss_144k,4,0.031515547670183955,0.031515547670183955,0.034417703446869265,0.023017117915842596,0.01891975222131906,675,20743,0,0.031515547670183955,1.0,0.0,0.9684844523298161,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.003493009977240974,2137,0,2137,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.5833333333333334,0.5038214930644856,0.6666666666666666,0.5339094721056197,0.8333333333333334,0.6173953849078305,0.9166666666666666,0.6368664219790379,0.75,0.5927979343880522,0.8333333333333334,0.5858086702060086,0.4166666666666667,0.4759766990775343,0.08333333333333333,0.35476885859219903
534,4UCZF_UnG10_000027,vggss_144k,2,0.05290841584158416,0.05290841584158416,0.05762426284751474,0.0412856496152105,0.03788004651935537,1368,24488,0,0.05290841584158416,1.0,0.0,0.9470915841584159,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.006057101399795151,2656,0,2656,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.3333333333333333,0.4826328814274905,0.75,0.5454660918141742,0.5833333333333334,0.47672994758608084,0.75,0.57393668248026,0.25,0.44843793287025474,0.5833333333333334,0.5081852470673706,0.25,0.47391534530188073,0.08333333333333333,0.34081035973506263
535,4ViTIFEK5Fo_000090,vggss_144k,4,0.1855836269585426,0.1855836269585426,0.1550619787106585,0.1256946348027611,0.11957707078848798,4951,21634,93,0.1890696454007047,0.9815622521808088,0.003486018442162092,0.7959786252222663,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,6824,1586,5238,0.23241500586166472,0.7675849941383353,False,False,False,True,False,False,True,False,False,12,12,0.75,0.5294353589775563,0.8333333333333334,0.5576909966605238,0.75,0.5877368071740369,0.5,0.5248528562359202,0.9166666666666666,0.5922558824990597,0.16666666666666666,0.4154647907579447,0.4166666666666667,0.4898975404173677,0.0,0.30390273374238164
536,4Vq6WDtxTt4_000030,vggss_144k,1,0.3315943919139224,0.3315943919139224,0.3740345715336521,0.24354177268237195,0.2260376729454909,8136,16400,0,0.3315943919139224,1.0,0.0,0.6684056080860776,INTRINSIC_SHRINK,SHRINK,0.0,0.044932820229728054,2928,0,2928,0.0,1.0,False,False,False,True,True,False,True,False,False,0,12,0.8333333333333334,0.5425570125876534,1.0,0.5777401934772771,0.75,0.5432512422221878,0.75,0.5519048057806352,0.75,0.5302433985106502,0.4166666666666667,0.4896596516602163,0.3333333333333333,0.48326497310100053,0.0,0.35469955743628256
537,4WH0ZxvF9Nw_000003,vggss_144k,0,0.5741419277648995,0.5741419277648995,0.6197895964173092,0.6086524691643184,0.5876717123107883,23034,11340,5745,0.7173409107903985,0.800375273637027,0.14319898302549905,0.2262333458721275,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.023549053908118123,0.0222095420032834,3036,576,2460,0.18972332015810275,0.8102766798418972,False,False,True,False,False,False,True,False,False,12,12,0.6666666666666666,0.5277739592802505,0.75,0.5401370853727304,0.5833333333333334,0.5406778173531238,0.4166666666666667,0.4806234016775847,0.5833333333333334,0.5164165509919908,0.25,0.4309625966361357,0.16666666666666666,0.4549573955434929,0.16666666666666666,0.3681206516413644
538,4WRgvRI06zc_000030,vggss_144k,3,0.12622837370242215,0.12622837370242215,0.1851024964481429,0.09030895167678901,0.07752904505525644,2736,18939,0,0.12622837370242215,1.0,0.0,0.8737716262975779,INTRINSIC_SHRINK,SHRINK,0.0,0.05993206720388525,6978,0,6978,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.4166666666666667,0.4910741216577634,0.5833333333333334,0.5336681015324048,0.5,0.5400190695346555,0.8333333333333334,0.5532273498700212,0.5833333333333334,0.5500328573392951,0.9166666666666666,0.6171692217791337,0.6666666666666666,0.5115881400808858,0.0,0.42884401621324764
539,4WsPXawPBF8_000005,vggss_144k,2,0.6294294509270527,0.6294294509270527,0.6214459208458352,0.8052722858133888,0.8430748159561718,17585,1658,8695,0.9406543059632042,0.6691400304414004,0.3112248550361515,0.039710579514347644,INTRINSIC_EXPAND,EXPAND,0.21364536502911913,0.0,691,619,72,0.8958031837916064,0.10419681620839363,False,False,True,False,False,False,False,False,False,12,12,0.5,0.5049005540629631,0.8333333333333334,0.5184864044245941,0.16666666666666666,0.41391077052417985,0.25,0.4339853086460344,0.08333333333333333,0.3763039538590873,0.08333333333333333,0.35588684342079596,0.0,0.43642587643258907,0.0,0.3156251838600778
540,4YHYnWM_jMQ_000083,vggss_144k,3,0.22438184794928845,0.22438184794928845,0.2141150231002071,0.1527903430092796,0.13849705052577585,5345,17881,595,0.24935980857226817,0.8998316498316499,0.024977960622979717,0.6754498018823614,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,6391,1313,5078,0.20544515725238616,0.7945548427476138,False,False,False,True,False,False,True,False,False,12,12,0.5,0.4875235784639227,0.5,0.4991685766324092,0.25,0.44777512097284106,0.25,0.3886076531515123,0.16666666666666666,0.41809330015625545,0.08333333333333333,0.31409611616324834,0.08333333333333333,0.4302750664585968,0.0,0.2967855326700421
541,4ZJrKmDGdA4_000140,vggss_144k,0,0.4732947538184233,0.4732947538184233,0.43672638177363415,0.4274815854086286,0.4156268729907917,14967,9783,6873,0.6906365619960155,0.6853021978021978,0.21734180817759224,0.21200744398377452,MIXED_AMBIGUOUS,KEEP_AMBIGUOUS,0.0,0.0,3223,1376,1847,0.4269314303443996,0.5730685696556004,False,False,False,True,False,False,True,False,False,12,12,0.4166666666666667,0.48269509059976884,0.5,0.4970112127227357,0.4166666666666667,0.5031117755077698,0.5833333333333334,0.5353562183657307,0.3333333333333333,0.46401470548960083,0.3333333333333333,0.4562223969657695,0.3333333333333333,0.48886375997378356,0.0,0.3507545491180841
542,4_6e0icNw7Q_000182,vggss_144k,0,0.6236792674336699,0.6236792674336699,0.5803905983876462,0.4434028591516288,0.4027123179371788,10625,3792,2619,0.7774125381544964,0.8022500755058894,0.15373327072082654,0.1785708080722196,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,1170,474,696,0.40512820512820513,0.5948717948717949,False,False,True,False,False,False,True,False,True,12,12,0.6666666666666666,0.5077463437479602,1.0,0.5662733820776619,0.5,0.5186889736398946,0.75,0.5458183458950208,0.5833333333333334,0.5216401132815366,0.25,0.4893221631445395,0.0,0.4449909143559076,0.0,0.28509642466875823
543,4_cfXx3iLes_000030,vggss_144k,1,0.32596737035121537,0.32596737035121537,0.3175031847133758,0.28370881920072455,0.26154005739773867,6933,13705,631,0.35563496168132025,0.9165785298783712,0.02966759133010488,0.5906111595271558,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,2379,702,1677,0.29508196721311475,0.7049180327868853,False,False,False,True,False,False,True,False,False,12,12,0.5833333333333334,0.5543558927284277,0.8333333333333334,0.5550405258834824,0.75,0.5561003631343161,0.8333333333333334,0.5423278180955674,0.75,0.5457608326329041,0.5833333333333334,0.5112194543129526,0.16666666666666666,0.45722398679624177,0.0,0.32138003844760266
544,4_f33b75_LY_000160,vggss_144k,0,0.5092212486979965,0.5092212486979965,0.46158101454887424,0.361775927852931,0.32334818833559387,8311,7977,33,0.5112431836284541,0.9960450623202302,0.0020219349304576584,0.4868238136222337,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.006221569461269283,197,0,197,0.0,1.0,False,True,False,False,False,False,True,False,True,0,12,0.6666666666666666,0.5151800857249018,1.0,0.5679887765194941,0.5,0.47666442544692256,0.75,0.5817567909465454,0.6666666666666666,0.5214967548744286,1.0,0.6679193689097888,1.0,0.5307025658768741,0.16666666666666666,0.4716182942995821
545,4azTRWgh-9I_000000,vggss_144k,3,0.6666775542200157,0.6666775542200157,0.63778071334214,0.5732607744476045,0.531984052413723,20411,9560,645,0.6877449699503527,0.9693674012158054,0.02106741573033699,0.3026898469957897,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0023689920663323427,2870,1107,1763,0.38571428571428573,0.6142857142857143,False,False,True,False,False,False,True,False,False,12,12,0.4166666666666667,0.49308807146041383,0.6666666666666666,0.5199149155726482,0.6666666666666666,0.508001371271947,0.5,0.48610604836550014,0.5833333333333334,0.49440099068083115,0.3333333333333333,0.4360087240060964,0.6666666666666666,0.520402721949081,0.08333333333333333,0.3860431415653816
546,4cgDBRTdmq0_000221,vggss_144k,2,0.19267621942393978,0.19267621942393978,0.17382359758924432,0.216934956157571,0.20701885849881355,6656,26257,1632,0.23991894630192503,0.803088803088803,0.04724272687798525,0.6104125836648633,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,3842,753,3089,0.19599167100468506,0.8040083289953149,False,False,False,True,False,False,True,False,False,12,12,0.16666666666666666,0.37679048863750614,0.0,0.3501105770001089,0.8333333333333334,0.6873556973085164,0.6666666666666666,0.5719740841709345,0.75,0.6748470755136083,0.5833333333333334,0.528224050071639,0.75,0.5679076124273627,0.0,0.37200595584261476
547,4dGlrvX_EfI_000020,vggss_144k,1,0.3766760979210235,0.3766760979210235,0.4449147738009751,0.31853738402765147,0.30207511829652994,12248,20259,9,0.37695288473366956,0.9992657257077588,0.0002767868126460349,0.6225896277867353,INTRINSIC_SHRINK,SHRINK,0.0,0.06823867587995158,6533,476,6057,0.07286086024797184,0.9271391397520282,False,False,False,True,False,False,True,False,False,12,12,0.5,0.5274965755091409,0.6666666666666666,0.5318255870741252,0.5,0.5142593803977008,0.25,0.46569293002855244,0.5,0.5163538618940148,0.4166666666666667,0.457208586577121,0.4166666666666667,0.5042638694837343,0.16666666666666666,0.4120235763986247
548,4dVhbo5rq7w_000212,vggss_144k,4,0.42514219608599246,0.42514219608599246,0.2203817796182204,0.3620809417614156,0.3369020061728395,8820,10120,1806,0.5121951219512195,0.8300395256916996,0.08705292586522706,0.4048973296057071,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,5475,4456,1019,0.8138812785388128,0.18611872146118721,False,False,False,True,False,False,True,False,False,12,12,0.4166666666666667,0.4937224289705158,0.5,0.4870431023956432,0.5833333333333334,0.501322287268965,0.6666666666666666,0.5211246414417704,0.5,0.507409896184747,0.5,0.5173051236904591,0.16666666666666666,0.4785698224595412,0.16666666666666666,0.35196607133400676
549,4ep09nZl3LA_000030,vggss_144k,1,0.7558096552403952,0.7558096552403952,0.7141833810888252,0.8629251138750561,0.8598190333287864,30670,2388,7521,0.9411518272998349,0.8030687858395957,0.1853421720594397,0.047259130599200505,INTRINSIC_EXPAND,EXPAND,0.10761648916734423,0.0,2001,1805,196,0.9020489755122438,0.09795102448775612,False,False,True,False,False,False,False,False,False,12,12,0.5833333333333334,0.4904200116380692,0.8333333333333334,0.5426312635153154,0.4166666666666667,0.44900206792020897,0.9166666666666666,0.5939830202534974,0.4166666666666667,0.423748226157032,0.5833333333333334,0.5363343363770833,0.4166666666666667,0.4880295433060741,0.0,0.40021366712410705
550,4euUZgSSuIw_000160,vggss_144k,1,0.06896551724137931,0.06896551724137931,0.07118171970908341,0.04521032630061591,0.04562435944060568,1380,18630,0,0.06896551724137931,1.0,0.0,0.9310344827586207,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.005084708128871823,1374,0,1374,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.16666666666666666,0.4706673200531635,0.4166666666666667,0.5071329452252892,1.0,0.6236630279029645,0.5,0.539232704208823,1.0,0.6785934762854154,1.0,0.6923397181733342,0.9166666666666666,0.6198576803417091,0.8333333333333334,0.5640792070985196
551,4ewhrrQCJic_000120,vggss_144k,4,0.3308559098537521,0.3308559098537521,0.3459513662572073,0.275514277350507,0.24642857142857144,11040,22328,0,0.3308559098537521,1.0,0.0,0.669144090146248,INTRINSIC_SHRINK,SHRINK,0.0,0.03559279064745946,3241,0,3241,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.4166666666666667,0.48991105514539846,0.5,0.47312229156809443,0.0,0.21476344305555328,0.16666666666666666,0.33678418442555874,0.08333333333333333,0.2182726122188869,0.25,0.42989826340592413,0.0,0.38832111164682814,0.25,0.4727172499938181
552,4go6CQ_RhYQ_000250,vggss_144k,0,0.1594390292420927,0.1594390292420927,0.14418796372629844,0.11614398269735826,0.10880888991781457,3206,16348,554,0.18699025263576685,0.8526595744680852,0.027551223393674162,0.6932205452259925,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,9435,1457,7978,0.15442501324854266,0.8455749867514574,False,False,False,True,False,False,True,False,False,12,12,0.5833333333333334,0.5140566054044501,0.5,0.49178172259348535,0.4166666666666667,0.47572579645995133,0.75,0.5393257853589937,0.4166666666666667,0.43242077141620006,0.4166666666666667,0.45993811638244125,0.08333333333333333,0.4191815125846834,0.0,0.2858254361973585
553,4h550TCCd9w_000153,vggss_144k,3,0.3506849315068493,0.3506849315068493,0.39426168686618845,0.3051964887588429,0.2931966979789354,8192,15120,48,0.3527397260273973,0.9941747572815534,0.0020547945205479645,0.643489825774704,INTRINSIC_SHRINK,SHRINK,0.0,0.04357675535933914,3367,222,3145,0.06593406593406594,0.9340659340659341,False,False,False,True,False,False,True,False,False,12,12,0.6666666666666666,0.5320933764379294,0.6666666666666666,0.5361714477582535,0.75,0.5654213170010028,0.75,0.5822160249980262,0.75,0.5918677505771845,0.5833333333333334,0.6199981042598471,0.6666666666666666,0.6164295782627799,0.5,0.5340069374555485
554,4hYiaSYueCE_000216,vggss_144k,1,0.05401350337584396,0.05401350337584396,0.05668323667495167,0.03450148548062486,0.030966853997018005,1080,18915,0,0.05401350337584396,1.0,0.0,0.945986496624156,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0026697332991077113,5770,259,5511,0.04488734835355286,0.9551126516464471,False,False,False,True,False,False,True,False,False,12,12,0.25,0.48162185922530437,0.5,0.4828153931792833,0.75,0.5053235295566726,0.3333333333333333,0.4782171459086795,0.5833333333333334,0.5042116450937707,0.4166666666666667,0.48725581665358636,0.4166666666666667,0.48317103513614384,0.16666666666666666,0.36617525737864304
555,4i9DgH80kDg_000030,vggss_144k,0,0.5820356880304751,0.5820356880304751,0.4760085779386141,0.3873293130935052,0.34766378398556586,8709,3787,2467,0.7469090423043507,0.7792591267000716,0.16487335427387562,0.19722343866959646,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,2036,1606,430,0.7888015717092338,0.2111984282907662,False,True,False,False,False,False,True,False,True,12,12,0.6666666666666666,0.4946508700651213,0.5,0.4605314588487243,0.16666666666666666,0.3799407215904747,0.4166666666666667,0.4926193668363523,0.16666666666666666,0.3759439248824925,0.8333333333333334,0.5320625498541881,0.0,0.4196738742032833,0.0,0.29967256161140227
556,4jKkc7qQQ88_000016,vggss_144k,2,0.07262415271821829,0.07262415271821829,0.08749513915893561,0.05279742549696624,0.04823003429691328,1575,20112,0,0.07262415271821829,1.0,0.0,0.9273758472817817,INTRINSIC_SHRINK,SHRINK,0.0,0.014953694256870681,3703,0,3703,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.6666666666666666,0.5458457683124549,0.75,0.5317393175297156,0.6666666666666666,0.54941948584867,0.16666666666666666,0.399801862480934,0.6666666666666666,0.5542913020480973,0.25,0.41155067764477476,0.16666666666666666,0.4612347415362499,0.0,0.3647380732025585
