configuration,dataset,method,cIoU,AUC,mean_IoU,aud_img_pearson_mean,aud_img_pearson_median,aud_img_spearman_mean,aud_img_spearman_median,aud_img_js_mean,aud_img_top10_overlap_mean,aud_img_threshold_mask_iou_mean,aud_precision,aud_coverage,aud_outside_leakage,aud_predicted_area_ratio,aud_attention_entropy,aud_effective_active_area
NO_BOTH,vggss,IQR,0.38755331523846454,0.40156068243505233,0.4012456414341222,0.9157994134602578,0.9354184123272975,0.9009703272427577,0.9242857142857143,0.0003063343487857127,0.5713842574641333,0.7686289913393021,0.47434733429524245,0.8068332251849711,0.5256526657047575,0.4872256790645203,3.8908785912602624,48.95388340375914
NO_BOTH,vggss,OBJ_PRIOR,0.34780922838309425,0.3924195424583172,0.3914037623400056,0.9157994134602578,0.9354184123272975,0.9009703272427577,0.9242857142857143,0.0003063343487857127,0.5713842574641333,0.7686289913393021,0.47434733429524245,0.8068332251849711,0.5256526657047575,0.4872256790645203,3.8908785912602624,48.95388340375914
NO_BOTH,vggss,OGL,0.42516479255525397,0.41836952307095776,0.4181120652175818,0.9157994134602578,0.9354184123272975,0.9009703272427577,0.9242857142857143,0.0003063343487857127,0.5713842574641333,0.7686289913393021,0.47434733429524245,0.8068332251849711,0.5256526657047575,0.4872256790645203,3.8908785912602624,48.95388340375914
NO_BOTH,vggss,EXTRA_IQR_OGL,0.4131446297014347,0.41228189220628153,0.41206815548643516,0.9157994134602578,0.9354184123272975,0.9009703272427577,0.9242857142857143,0.0003063343487857127,0.5713842574641333,0.7686289913393021,0.47434733429524245,0.8068332251849711,0.5256526657047575,0.4872256790645203,3.8908785912602624,48.95388340375914
NO_BOTH,vggss,SHRINK_BASE,0.3716556804963164,0.39744086855370303,0.39707458492796877,0.9157994134602578,0.9354184123272975,0.9009703272427577,0.9242857142857143,0.0003063343487857127,0.5713842574641333,0.7686289913393021,0.47434733429524245,0.8068332251849711,0.5256526657047575,0.4872256790645203,3.8908785912602624,48.95388340375914
NO_BOTH,vggss,EXPAND_BASE,0.38231872818922064,0.4001938735944165,0.40041376879833035,0.9157994134602578,0.9354184123272975,0.9009703272427577,0.9242857142857143,0.0003063343487857127,0.5713842574641333,0.7686289913393021,0.47434733429524245,0.8068332251849711,0.5256526657047575,0.4872256790645203,3.8908785912602624,48.95388340375914
NO_BOTH,flickr,AUD,0.548,0.5126000000000001,0.5115335496587075,0.7959913410067122,0.8385900537851643,0.7783876419391308,0.820204081632653,0.0006438449717389411,0.4184000000000001,0.6595016261120256,0.7081319545901299,0.6711821111936995,0.2918680454098701,0.4784397321428571,3.8913316892292906,48.97606537332009
NO_BOTH,flickr,IMG_QUERY,0.744,0.591,0.5903883408957177,0.7959913410067122,0.8385900537851643,0.7783876419391308,0.820204081632653,0.0006438449717389411,0.4184000000000001,0.6595016261120256,0.7081319545901299,0.6711821111936995,0.2918680454098701,0.4784397321428571,3.8913316892292906,48.97606537332009
NO_BOTH,flickr,IQR,0.676,0.5650000000000001,0.5627724304653354,0.7959913410067122,0.8385900537851643,0.7783876419391308,0.820204081632653,0.0006438449717389411,0.4184000000000001,0.6595016261120256,0.7081319545901299,0.6711821111936995,0.2918680454098701,0.4784397321428571,3.8913316892292906,48.97606537332009
NO_BOTH,flickr,OBJ_PRIOR,0.448,0.4668,0.46537125676259156,0.7959913410067122,0.8385900537851643,0.7783876419391308,0.820204081632653,0.0006438449717389411,0.4184000000000001,0.6595016261120256,0.7081319545901299,0.6711821111936995,0.2918680454098701,0.4784397321428571,3.8913316892292906,48.97606537332009
NO_BOTH,flickr,OGL,0.72,0.5791999999999999,0.5791580451219568,0.7959913410067122,0.8385900537851643,0.7783876419391308,0.820204081632653,0.0006438449717389411,0.4184000000000001,0.6595016261120256,0.7081319545901299,0.6711821111936995,0.2918680454098701,0.4784397321428571,3.8913316892292906,48.97606537332009
NO_BOTH,flickr,EXTRA_IQR_OGL,0.72,0.5810000000000001,0.5805560368181641,0.7959913410067122,0.8385900537851643,0.7783876419391308,0.820204081632653,0.0006438449717389411,0.4184000000000001,0.6595016261120256,0.7081319545901299,0.6711821111936995,0.2918680454098701,0.4784397321428571,3.8913316892292906,48.97606537332009
NO_BOTH,flickr,SHRINK_BASE,0.556,0.5134,0.5136464784133652,0.7959913410067122,0.8385900537851643,0.7783876419391308,0.820204081632653,0.0006438449717389411,0.4184000000000001,0.6595016261120256,0.7081319545901299,0.6711821111936995,0.2918680454098701,0.4784397321428571,3.8913316892292906,48.97606537332009
NO_BOTH,flickr,EXPAND_BASE,0.696,0.584,0.5830503368097605,0.7959913410067122,0.8385900537851643,0.7783876419391308,0.820204081632653,0.0006438449717389411,0.4184000000000001,0.6595016261120256,0.7081319545901299,0.6711821111936995,0.2918680454098701,0.4784397321428571,3.8913316892292906,48.97606537332009
