sample_id,IoU_AUD,IoU_AUD_FIXED_SLOT0,outcome,semantic_margin,ownership_confidence,mean_max_ownership_probability,fraction_max_ownership_gt_0_7,fraction_max_ownership_gt_0_8,fraction_max_ownership_gt_0_9,eval_soft_containment,eval_seed_top10,eval_seed_top20,centroid_distance,js_divergence,extent_aud,extent_slot,extent_ratio,raw_seed_top10,raw_seed_top20
fE7-2gllNvE_000230,0.46161175467629506,0.40063474913903707,Neutral,0.01524391956627369,0.622797966003418,0.9178661108016968,1.0,0.8979591727256775,0.7346938848495483,9546.5537109375,0.7904101610183716,0.661805272102356,0.03925214199866977,0.02392223042325437,0.6473014987244898,0.49178890306122447,0.7597524554327411,0.2021765261888504,0.17458966374397278
fESL2PLuIwA_000140,0.7167515476807661,0.702978660888089,Neutral,0.03689413145184517,0.4680509567260742,0.8248863816261292,0.7346938848495483,0.6326530575752258,0.3877550959587097,15568.21875,0.8924190998077393,0.8476992845535278,0.044904506953204505,0.03526807103874781,0.6196787308673469,0.43345424107142855,0.6994821985655936,0.41330116987228394,0.3882203698158264
fF3u_xLxF9Q_000120,0.7667674976530718,0.7224315498618438,Neutral,0.05265812575817108,0.6593544483184814,0.9285924434661865,1.0,1.0,0.714285671710968,13698.91796875,0.8798209428787231,0.78194260597229,0.027073703309954435,0.02409442111161421,0.6606943558673469,0.49380181760204084,0.7473982685288528,0.16301241517066956,0.14689838886260986
fFKL_Njts_U_000371,0.5181261421445152,0.36206682090703285,Hurt,0.017708778381347656,0.5144169330596924,0.8660258054733276,0.8775510191917419,0.7346938848495483,0.4897959232330322,11492.2578125,0.8402423858642578,0.7353452444076538,0.06442267454988816,0.03189466767178724,0.6100326849489796,0.4216358418367347,0.6911692639419779,0.342054158449173,0.3024318814277649
fFSnuSjcrzw_000039,0.4518087033139165,0.5519079345850999,Rescue,0.004266325384378433,0.4124078154563904,0.8062586188316345,0.7346938848495483,0.5714285373687744,0.36734694242477417,13499.6015625,0.9030546545982361,0.8193085789680481,0.02426869495373264,0.013135848891544701,0.5946069834183674,0.4750279017857143,0.7988939165409753,0.4685892164707184,0.42445287108421326
fFucfdLwSPM_000010,0.6652653364809366,0.6103041307308216,Neutral,0.048833973705768585,0.4926273822784424,0.8750898241996765,0.9795918464660645,0.795918345451355,0.4693877398967743,13899.9775390625,0.8888164758682251,0.7871571779251099,0.041235541121582,0.022695124590514683,0.6516661352040817,0.5014349489795918,0.7694660223866903,0.25274670124053955,0.22916468977928162
fGvhcD5G82M_000007,0.7439868549853167,0.7397346809854706,Neutral,0.0302414707839489,0.6317433714866638,0.924394965171814,1.0,1.0,0.7346938848495483,14013.3291015625,0.7858922481536865,0.7170908451080322,0.011462772161691191,0.016876133262111598,0.6600765306122449,0.525031887755102,0.7954106280193236,0.1411367654800415,0.1295112669467926
fJEkkvr19I8_000030,0.2815510089291992,0.3283775607226208,Neutral,0.03975774347782135,0.6792031526565552,0.9384564757347107,1.0,1.0,0.8775510191917419,13844.974609375,0.6963961720466614,0.6567333340644836,0.039946430896375326,0.01683718557123187,0.659538424744898,0.5513592155612245,0.835977397032605,0.09750337898731232,0.09317952394485474
fJNauQt9Di0_000150,0.7494717379820391,0.688037644290861,Neutral,0.10513299703598022,0.6037039160728455,0.8797607421875,0.8163264989852905,0.7755101919174194,0.6734693646430969,8156.45556640625,0.8981037139892578,0.7384244799613953,0.1066800547706477,0.06713158892277502,0.5813735650510204,0.2664421237244898,0.45829762435295324,0.6086061596870422,0.5074220895767212
fK39zLd_OrM_000706,0.6945604685774641,0.6355588437890655,Neutral,0.015027083456516266,0.1807815432548523,0.6854779720306396,0.40816324949264526,0.26530611515045166,0.1428571343421936,21952.439453125,0.9427574276924133,0.9030400514602661,0.025773210354874253,0.015241037368636405,0.6968072385204082,0.5690768494897959,0.8166919314704115,0.6012325286865234,0.57500159740448
