sample_id,IoU_STAGE1_AUD,IoU_SLOT_L3_POOLED,IoU_SLOT_L3_NATIVE_READOUT,IoU_SLOT_L4,IoU_STAGE1_AUD_L3_POOLED,IoU_STAGE1_AUD_L3_NATIVE_READOUT,IoU_STAGE1_AUD_L4,IoU_NATIVE_UPDATE_AUD,IoU_SLOT_L3_NATIVE_UPDATE,IoU_NATIVE_UPDATE_AUD_L3_NATIVE_UPDATE
RncwRj1HhQc_000337,0.3402285790669697,0.26568166225619916,0.25177739642069136,0.0,0.3438980663337175,0.31400922763496913,0.23438593421973408,0.37041323439308327,0.3319520917295794,0.48059627329192545
Rnf7M43L6NI_000195,0.6143101343101343,0.2992832821392004,0.2500377396467569,0.4375475044337471,0.4176560884684064,0.4511201629327902,0.5782241014799154,0.4412962166098441,0.25571364192364643,0.40577063550036524
RoS465ZH1lg_000013,0.6165650620138743,0.5215830713648947,0.5941542662747912,0.13067338282078472,0.5234525429385638,0.6448125143777318,0.2869300106044539,0.718734539773467,0.3593388601574885,0.5605621176966885
Rp37k5_Eci0_000030,0.4559135440864559,0.21022476862053768,0.2300094834964032,0.44152479644707626,0.37995760262092887,0.4202847531878276,0.6071410483666752,0.46060314404876485,0.2213370565045992,0.5624119684799573
RpGRpTpEHTs_000109,0.27898846288311385,0.26792239962720427,0.25287975576592525,0.38826863620748886,0.2830270631473438,0.279700751568641,0.3353363281022111,0.31652305126474206,0.2822502424830262,0.2997962648556876
RpkcGOcFHIs_000002,0.6329982090524259,0.8422772376465871,0.8490320253316767,0.25237288481557835,0.7323708824725498,0.7193246541903987,0.49733776698831067,0.5050924794263831,0.5650265930554713,0.2996748665726029
RplzKlSlbR0_000023,0.5705984300132532,0.5149315221022158,0.5688245978204463,0.4045437496651128,0.6767292263955478,0.653877807900852,0.4841791201025936,0.5035549979088247,0.5284072875007935,0.6082110647462646
RrXvtCBYmFM_000051,0.45851076073195995,0.19121884003507453,0.2206437430005392,0.2678447862883909,0.36845572320336273,0.3978593584892797,0.43281411278971565,0.4840360440538436,0.12932616260677002,0.41333036773428233
RrZHOh77F3Q_000042,0.023275756462085018,0.016549441456350848,0.01631321370309951,0.0,0.01953677283360325,0.02037970610318567,0.026790737935511795,0.01305445016014753,0.032706459525756335,0.029420534738097606
RrlgSfQrqQc_000020,0.42665008326833487,0.7007882160663674,0.651136810310942,0.19747335893299403,0.4479394235052071,0.42458183673035643,0.3099940681503614,0.49083742949690806,0.26689925861317054,0.42000991705733864
RtXrVvUM8Jo_000013,0.577354260089686,0.6610740220192083,0.635703195945748,0.2659199597281651,0.6915343144397493,0.6979897660818714,0.4404598846137882,0.6368661634952695,0.18985305159283491,0.5685214173900669
Rtg1SUrxOPY_000130,0.09054295942720764,0.1115787388904018,0.11288301628887117,0.0027683789603199014,0.12860854503464203,0.12479181176755595,0.05632586479873339,0.0888521416471727,0.21081683562443607,0.1353974289335506
RuCO6UGsRHI_000313,0.38506856272219403,0.2378675072006956,0.24936095196121638,0.13675434072545986,0.33498292860705103,0.33636254453741143,0.29297052154195014,0.3324105698364192,0.1898046532045654,0.37410835597826086
RuHSkgQf3uw_000019,0.5351717531134529,0.15989120404099277,0.16393766895975737,0.6544785558238473,0.3176835081029552,0.344368274904547,0.6697748893284355,0.31882324802678785,0.22364104375914803,0.3704552246239665
RwBKGPEg6uA_000440,0.26583928916360827,0.149373901826027,0.17067134165205733,0.07119914346895075,0.22104808427208986,0.21426476817308004,0.1640814674939304,0.22302265131823246,0.2800699300699301,0.30059397539244803
Rx_RzJ4-Jbg_000070,0.7447800149142431,0.7445645800595727,0.7211387633741484,0.5482499563217051,0.778412573866562,0.7658403545512102,0.6733949551756779,0.7695845697329377,0.702142382639504,0.8067356833966715
RxhbTLS3rNo_000002,0.4554146097606699,0.19947114279144632,0.25080314960629924,0.1267756412895788,0.27587977543475284,0.40252834353366107,0.3443791329904482,0.2839729703514501,0.41459018131693354,0.5006794981195285
Ry5c8frvq1g_000390,0.3225527262788685,0.14613435916682305,0.13875653961136025,0.3025921806826931,0.22221855833278376,0.2567516879219805,0.307673774244067,0.3526462177302464,0.1929541791388441,0.38291635077078595
Rz7RBslEAG0_000030,0.45982328915562226,0.14137081317878983,0.21971285691240522,0.3931003177485247,0.3782531469611553,0.4170959313176558,0.4980974124809741,0.5269262235911256,0.401063612190632,0.6669865642994242
RzGho0_J5lM_000060,0.10035900783289817,0.0543356903609974,0.04840463247459229,0.21126349576889408,0.07876632656452524,0.08234051080263781,0.17971946230274694,0.09282668578544206,0.07762058229092697,0.11871945259042033
S0sPNaWcdrs_000043,0.5297778826583287,0.6424751090265778,0.5872558967880884,0.16262287292489533,0.7490941553326682,0.7413091922005571,0.30253547889080223,0.6572503110507861,0.515211842776927,0.6850901585299429
S1glY1D9qDU_000035,0.1549505969534788,0.10045992455170276,0.09044805285441772,0.0998090609269224,0.17213751578129552,0.1592256391256021,0.1718414372192931,0.15857366226546213,0.15920217588395286,0.18951996197718632
S63LEKmzBis_000039,0.5186932270916335,0.31993757315645727,0.3161837393730366,0.5579737952963105,0.45468768804910337,0.44587990788069426,0.6507761509966484,0.4000865176640231,0.35137058245518926,0.4416549875083785
