sample_index,sample_id,IoU_AUD_FINE,IoU_IMG_L4,IoU_IMG_FINE,IoU_IQR_OLD,IoU_IQR_FINE,IoU_IQR_FINE_EVALSPACE,delta_IQR_FINE_vs_IQR_OLD,delta_IQR_FINE_vs_AUD_FINE,delta_IQR_FINE_EVALSPACE_vs_IQR_FINE,AUD_FINE_raw_reconstruction_max_abs_error,IMG_L4_raw_reconstruction_max_abs_error,AUD_FINE_final_map_max_abs_error,IMG_L4_final_map_max_abs_error,IQR_OLD_final_map_max_abs_error
88,-r2-9oyIzkQ_000030,0.4358338893654879,0.355724838411819,0.4032565502536103,0.40829330771693884,0.425658860315232,0.4209735672963212,0.017365552598293144,-0.010175029050255913,-0.004685293018910797,0.0,0.0,0.0,0.0,0.0
89,-r3nM90RCNs_000161,0.3862239104045111,0.35171666934060647,0.3766904725725574,0.37075045566209686,0.38221450617283953,0.3816123816123816,0.011464050510742674,-0.004009404231671565,-0.0006021245604579395,0.0,0.0,0.0,0.0,0.0
90,-rTTPoBJNI4_000123,0.4882624295233214,0.47413481249246353,0.48311090114562416,0.4696861430220414,0.48402762788689835,0.4834094865100087,0.014341484864856924,-0.004234801636423036,-0.0006181413768896471,0.0,0.0,0.0,0.0,0.0
91,-rb6uia1wSo_000190,0.21923236418928257,0.22242999392267776,0.24652849740932642,0.2241696113074205,0.22925701069673315,0.2283109404990403,0.005087399389312658,0.01002464650745058,-0.0009460701976928554,0.0,0.0,0.0,0.0,0.0
92,-rqhMzJRYoc_000030,0.28367434763898125,0.30847733802152566,0.2912194334597692,0.2974139703161617,0.2865851244903614,0.28694859498236297,-0.010828845825800293,0.002910776851380137,0.000363470492001583,0.0,0.0,0.0,0.0,0.0
93,-t-htrAtNvM_000030,0.8088362691308114,0.7379767014101778,0.7866036096901844,0.7800422155906543,0.8020067050963556,0.8021993922731877,0.02196448950570129,-0.006829564034455782,0.0001926871768320737,0.0,0.0,0.0,0.0,0.0
94,-u-40BIU1HE_000003,0.16952160214391773,0.15579146025005897,0.15531488166867227,0.16802034621379933,0.16563856522732465,0.16552751155065104,-0.0023817809864746797,-0.0038830369165930856,-0.00011105367667360588,0.0,0.0,0.0,0.0,0.0
95,-uD3ZbhFTnk_000077,0.12030940651042865,0.10490756096062895,0.12330332904700672,0.1294130566079174,0.113470557582074,0.11269245698020443,-0.01594249902584341,-0.006838848928354652,-0.0007781006018695719,0.0,0.0,0.0,0.0,0.0
96,-vAtBe4LMCQ_000063,0.2193689704991378,0.27261934516370906,0.27183915290558425,0.23527610493008064,0.23704165368235172,0.23652462072179362,0.0017655487522710844,0.01767268318321391,-0.0005170329605581059,0.0,0.0,0.0,0.0,0.0
97,-wi8kPVJLcw_000205,0.620354986424606,0.6095218800648298,0.5721432332806741,0.5915981031897215,0.5847481664573119,0.5846873860367113,-0.006849936732409634,-0.03560681996729409,-6.07804206005369e-05,0.0,0.0,0.0,0.0,0.0
98,-wnDAPcoPsk_000030,0.3908217277352382,0.4543417044997414,0.392073229176651,0.42571771640650585,0.39292671961636444,0.39283394133226723,-0.03279099679014141,0.002104991881126228,-9.277828409720579e-05,0.0,0.0,0.0,0.0,0.0
99,-xQbyezhw_k_000040,0.09436173953815497,0.15224616704192132,0.12329911673430413,0.11093166810221074,0.10161707013682901,0.10273220514145459,-0.009314597965381727,0.007255330598674045,0.001115135004625581,0.0,0.0,0.0,0.0,0.0
100,-yicwYUKKuo_000304,0.5597926267281106,0.4815872390705002,0.561965811965812,0.5195530726256983,0.5669231666083713,0.5669562175712703,0.047370093982673,0.007130539880260689,3.305096289907272e-05,0.0,0.0,0.0,0.0,0.0
101,-z3AAq0FK-0_000001,0.3531071079458176,0.2696677446126549,0.36476169089990457,0.3149197755407044,0.36109325657435093,0.3619287211740042,0.046173481033646546,0.007986148628533307,0.0008354645996532795,0.0,0.0,0.0,0.0,0.0
102,-z4OZ7ls5Bo_000540,0.32428355957767724,0.3701421044228006,0.3074034851256378,0.34122781682230996,0.31391803857385836,0.31436731812201146,-0.0273097782484516,-0.010365521003818878,0.0004492795481531031,0.0,0.0,0.0,0.0,0.0
