scale,dataset,sample_index,sample_id,label,d_pos,current_random4_mean,current_random4_min,pool_min,pool_mean,pool_std,pool_P10,pool_P25,top4_mean,top4_min,top4_std,opportunity_gap_mean,opportunity_gap_min,violation_fraction_pool,random4_violation_fraction,missed_confusing_negative,top4_vs_random4_ratio,top4_pool_indices,top4_pool_ids,top4_pool_labels
10k,flickr,118,14648401332,_,3.3400656320736744e-06,2.353945092181675e-06,1.5066618743730942e-06,1.5066618743730942e-06,2.52498875852325e-06,4.092139249678439e-07,2.0090035377506865e-06,2.240875801362563e-06,1.823848151616403e-06,1.5066618743730942e-06,1.9313613108806749e-07,5.300969405652722e-07,0.0,0.96875,1.0,False,0.7748048901557922,"[232, 211, 87, 221]","[""6755812421"", ""5194793239"", ""11764496003"", ""5801923729""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,119,14652810592,_,1.5014443306426983e-06,1.665370405135036e-06,1.2228590549057117e-06,1.070528128366277e-06,1.4614274732593913e-06,3.497322040857398e-07,1.1475012797745876e-06,1.2610325939022005e-06,1.1109684692200972e-06,1.070528128366277e-06,2.6635314398504306e-08,5.544019359149388e-07,1.5233092653943459e-07,0.78125,0.75,False,0.6670999526977539,"[143, 116, 17, 227]","[""2404965389"", ""14414061986"", ""10110769444"", ""6158154336""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,120,14678892718,_,7.940860996313859e-06,8.027858712011948e-06,7.475537131540477e-06,6.343375844153343e-06,7.688595360377803e-06,6.346145937641268e-07,6.944961569388397e-06,7.298938726307824e-06,6.7672635850613005e-06,6.343375844153343e-06,2.45296746470558e-07,1.2605951269506477e-06,1.1321612873871345e-06,0.71875,0.75,False,0.842972457408905,"[5, 124, 239, 59]","[""10016382545"", ""14899015793"", ""7740990330"", ""10635080206""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,121,14680986811,_,3.0629278171545593e-06,2.026981519520632e-06,1.7440049759898102e-06,1.7373595255776308e-06,2.7904311536985915e-06,6.014460609549133e-07,2.122651039826451e-06,2.382483216933906e-06,1.90437071978522e-06,1.7373595255776308e-06,1.6716693096441304e-07,1.22610799735412e-07,6.645450412179343e-09,0.65625,1.0,False,0.9395106434822083,"[70, 96, 161, 176]","[""10796050285"", ""12328837165"", ""2897653916"", ""3535748358""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,122,14742398172,_,1.8235235756947077e-06,1.7369271745337755e-06,1.7074873994715745e-06,1.3745572005063877e-06,1.7516263142169919e-06,1.9699628239777667e-07,1.5264791954905377e-06,1.6142922731887666e-06,1.4621126638303394e-06,1.3745572005063877e-06,5.844697170687141e-08,2.748145107034361e-07,3.329301989651867e-07,0.6875,1.0,False,0.8417811989784241,"[137, 35, 69, 178]","[""16950760048"", ""10308472565"", ""10795023275"", ""3668283413""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,123,14778198185,_,5.872939709661296e-06,5.821721970278304e-06,4.914877536066342e-06,4.091786649951246e-06,5.5492623687314335e-06,8.469360182061791e-07,4.606631591741461e-06,4.882182565779658e-06,4.344063654571073e-06,4.091786649951246e-06,1.8960113834509684e-07,1.477658315707231e-06,8.230908861150965e-07,0.6875,0.75,False,0.7461819052696228,"[2, 136, 51, 66]","[""10008553263"", ""16804898716"", ""10520382525"", ""10751849775""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,124,14899015793,_,2.172030463043484e-06,2.5625110993132694e-06,1.9027338566957042e-06,1.8295877453056164e-06,2.349370106458082e-06,3.005441726600111e-07,1.912350853672251e-06,2.073697942250874e-06,1.8688637055674917e-06,1.8295877453056164e-06,2.601828974491127e-08,6.936473937457777e-07,7.314611139008775e-08,0.28125,0.25,False,0.7293094992637634,"[39, 153, 130, 241]","[""10409351364"", ""2766580444"", ""16012165838"", ""8250285374""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,125,15135657108,_,1.8374477122051758e-06,1.8423107803755556e-06,1.610677941243921e-06,1.4362327647177153e-06,1.8352839106228203e-06,2.1098098557104095e-07,1.6093877093226183e-06,1.671308268669236e-06,1.5455742641279357e-06,1.4362327647177153e-06,7.002688562351977e-08,2.967365162476199e-07,1.7444517652620561e-07,0.53125,0.5,False,0.838932454586029,"[78, 224, 161, 193]","[""10980225216"", ""5991393107"", ""2897653916"", ""4351373013""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,126,15210828119,_,3.803463187068701e-06,3.7746372072433587e-06,3.4775578114931704e-06,2.791928864098736e-06,3.790238451983896e-06,5.13955342285044e-07,3.227116849302547e-06,3.4788956781994784e-06,3.0529226933140308e-06,2.791928864098736e-06,1.6545456560379534e-07,7.21714513929328e-07,6.856289473944344e-07,0.53125,0.5,False,0.8087989687919617,"[224, 154, 190, 169]","[""5991393107"", ""2778088729"", ""4041216001"", ""3202731977""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,127,15679023977,_,8.029858690861147e-06,7.032710527710151e-06,5.872861947864294e-06,5.872861947864294e-06,7.4095605668844655e-06,1.0702506187953986e-06,6.073553777241614e-06,6.641061645495938e-06,5.954393600404728e-06,5.872861947864294e-06,7.624716857890235e-08,1.0783169273054227e-06,0.0,0.71875,0.75,False,0.8466712236404419,"[216, 236, 116, 196]","[""5480070309"", ""7560517176"", ""14414061986"", ""4543136011""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,128,15799251138,_,1.6716234085834003e-06,1.3131017340128892e-06,9.70096152741462e-07,7.095938485690567e-07,1.253353957508807e-06,2.542337256272731e-07,9.704018566480954e-07,1.0905362159974175e-06,8.355553973160568e-07,7.095938485690567e-07,9.680318413529676e-08,4.775463366968324e-07,2.605023041724053e-07,0.9375,0.75,False,0.6363219022750854,"[211, 236, 46, 241]","[""5194793239"", ""7560517176"", ""10468313544"", ""8250285374""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,129,15994498891,_,2.624523176564253e-06,2.692543148441473e-06,2.497625246178359e-06,2.2890233140060445e-06,2.6359314233559417e-06,1.8264566392645065e-07,2.4110827325785067e-06,2.484752940290491e-06,2.374834593865671e-06,2.2890233140060445e-06,4.9944993918416e-08,3.1770855457580183e-07,2.0860193217231426e-07,0.46875,0.25,False,0.8820042610168457,"[16, 42, 191, 127]","[""10109936483"", ""10440265465"", ""4180455681"", ""15679023977""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,130,16012165838,_,6.788251994294114e-06,6.942863819858758e-06,5.916202098887879e-06,5.2717300604854245e-06,7.102919880708214e-06,1.003854208647681e-06,5.931246050749905e-06,6.370753908413462e-06,5.576083822234068e-06,5.2717300604854245e-06,2.832937298080651e-07,1.3667799976246897e-06,6.444720384024549e-07,0.46875,0.5,False,0.8031388521194458,"[247, 208, 1, 245]","[""9456627660"", ""5006362787"", ""10007936344"", ""9060997789""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,131,16101081359,_,7.649146027688403e-06,6.6275661083636805e-06,5.920255716773681e-06,5.2531172514136415e-06,6.598516847589053e-06,5.796993605144962e-07,5.9498665905266535e-06,6.302241672528908e-06,5.675943157257279e-06,5.2531172514136415e-06,2.8330865120551607e-07,9.516229511064012e-07,6.671384653600398e-07,0.9375,0.75,False,0.8564144372940063,"[78, 165, 201, 111]","[""10980225216"", ""3012435981"", ""4755507106"", ""13861270725""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,132,16369370669,_,4.0478934693055635e-07,3.388179550256609e-07,2.4676469934092893e-07,2.0268319644856092e-07,3.4103038615285186e-07,5.6642221579750185e-08,2.811027570714941e-07,3.003938786605431e-07,2.4971569700937835e-07,2.0268319644856092e-07,2.9772035503583538e-08,8.910225801628258e-08,4.408150289236801e-08,0.84375,0.75,False,0.7370202541351318,"[6, 205, 50, 39]","[""10031203703"", ""4938432980"", ""10481128583"", ""10409351364""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,133,16419739420,_,1.1722414683390525e-06,1.1913409707631217e-06,1.011781250781496e-06,9.360250601275766e-07,1.1380493560864124e-06,1.0929172589158043e-07,1.006541310744069e-06,1.052090965458774e-06,9.764496553543722e-07,9.360250601275766e-07,2.708822854913251e-08,2.148913154087495e-07,7.575619065391948e-08,0.65625,0.25,False,0.8196223378181458,"[90, 102, 64, 123]","[""12015590114"", ""12599965145"", ""10701841844"", ""14778198185""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,134,16563757295,_,1.3579199276136933e-06,1.5244486348819919e-06,1.2563922382469173e-06,1.0132170018550823e-06,1.6074592394943465e-06,3.0840422482469876e-07,1.2607442840817384e-06,1.39594237680285e-06,1.1923210649911198e-06,1.0132170018550823e-06,1.0370583680696654e-07,3.321275698908721e-07,2.431752363918349e-07,0.25,0.25,False,0.7821326851844788,"[241, 193, 201, 208]","[""8250285374"", ""4351373013"", ""4755507106"", ""5006362787""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,135,16659090834,_,5.68345626561495e-07,5.304050887389167e-07,3.250489726269734e-07,3.1986854764909367e-07,5.403417162597179e-07,1.6856989759617136e-07,3.447739516104775e-07,3.8178276895450836e-07,3.299203967799258e-07,3.1986854764909367e-07,8.777463200715374e-09,2.0048469195899088e-07,5.1804249778797384e-09,0.5625,0.5,False,0.6220158934593201,"[147, 87, 85, 168]","[""2499673064"", ""11764496003"", ""11314266424"", ""3109408703""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,136,16804898716,_,1.0202044222751283e-06,8.918927960621659e-07,7.328870879064198e-07,7.328870879064198e-07,9.416701800546434e-07,1.2626421153072442e-07,7.727125534984225e-07,8.677878895468893e-07,7.481150987587171e-07,7.328870879064198e-07,1.49260319659561e-08,1.437776973034488e-07,0.0,0.78125,1.0,False,0.8387948870658875,"[158, 104, 183, 182]","[""2858344348"", ""13153991894"", ""3790233127"", ""3749326537""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,137,16950760048,_,1.5440912193298573e-06,1.8334203559788875e-06,1.2854300166509347e-06,1.1036261184926843e-06,1.672677171882242e-06,3.6380791357260023e-07,1.286259703192627e-06,1.4012107385497075e-06,1.2285499906283803e-06,1.1036261184926843e-06,7.44617452141938e-08,6.048703653505072e-07,1.8180389815825038e-07,0.46875,0.25,False,0.6700863838195801,"[138, 111, 179, 181]","[""17140316339"", ""13861270725"", ""3709678770"", ""3727937033""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,138,17140316339,_,1.0852247669390636e-06,9.327968655270524e-07,8.529872843610065e-07,6.988263976381859e-07,9.41779376262275e-07,1.50646897623119e-07,7.582506214021123e-07,8.477148867314099e-07,7.293466524060932e-07,6.988263976381859e-07,2.7238828081976862e-08,2.0345021312095923e-07,1.5416088672282058e-07,0.78125,1.0,False,0.7818922400474548,"[237, 140, 154, 62]","[""7623513024"", ""19306860381"", ""2778088729"", ""10666396623""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,139,17537079145,_,1.2917329286210588e-06,1.556057327434246e-06,1.37762731355906e-06,9.345189369014406e-07,1.505942009316641e-06,2.406199257620756e-07,1.1682982403726783e-06,1.3897255257688812e-06,1.0454656376168714e-06,9.345189369014406e-07,7.91958640888879e-08,5.105916898173746e-07,4.431083766576194e-07,0.1875,0.0,True,0.6718683242797852,"[19, 94, 100, 206]","[""10119607346"", ""12103535156"", ""12534178685"", ""4957886467""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,140,19306860381,_,5.210757535678567e-06,5.23920425621327e-06,3.5991790809930535e-06,3.5991790809930535e-06,5.473326382343657e-06,1.0350388492952334e-06,4.352309588284697e-06,4.70099530502921e-06,4.0909062590799294e-06,3.5991790809930535e-06,2.9024010927969357e-07,1.1482979971333407e-06,0.0,0.46875,0.5,False,0.7808258533477783,"[56, 193, 76, 161]","[""10557361454"", ""4351373013"", ""10952523225"", ""2897653916""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,141,20854461578,_,1.7968299061976722e-06,1.5022602610770264e-06,1.0943293773379992e-06,1.0943293773379992e-06,1.753314109009807e-06,3.433059987401066e-07,1.278872900911665e-06,1.5765967873448972e-06,1.1923818874493008e-06,1.0943293773379992e-06,6.580741995776407e-08,3.098783736277255e-07,0.0,0.5625,1.0,False,0.7937252521514893,"[165, 176, 163, 70]","[""3012435981"", ""3535748358"", ""2935372113"", ""10796050285""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,142,2401957951,_,4.61067338619614e-06,4.1021812648978084e-06,3.821562586381333e-06,3.557448508217931e-06,4.089460617251461e-06,2.628937352255889e-07,3.842128080577822e-06,3.90870764022111e-06,3.697434976857039e-06,3.557448508217931e-06,1.3439429835671035e-07,4.047462880407693e-07,2.6411407816340216e-07,0.96875,1.0,False,0.9013338685035706,"[70, 105, 4, 51]","[""10796050285"", ""13234495505"", ""10013411946"", ""10520382525""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,143,2404965389,_,7.600414733133221e-07,8.562554398849898e-07,6.95155392804736e-07,5.988333668938139e-07,8.105849360617867e-07,1.3649123786763084e-07,6.817880375820096e-07,7.01212513831706e-07,6.390405928868859e-07,5.988333668938139e-07,3.227886580248196e-08,2.172148469981039e-07,9.632202591092209e-08,0.4375,0.5,False,0.7463200092315674,"[16, 210, 19, 32]","[""10109936483"", ""5179649119"", ""10119607346"", ""10283938426""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,144,2432219254,_,6.956676770641934e-06,8.546110620955005e-06,7.928863851702772e-06,6.995332569204038e-06,8.642260581837036e-06,7.306026077458228e-07,7.8201755968621e-06,8.301592060888652e-06,7.350421583396383e-06,6.995332569204038e-06,2.9736244755440566e-07,1.1956890375586227e-06,9.335312824987341e-07,0.0,0.0,False,0.8600896596908569,"[187, 35, 33, 230]","[""3908875350"", ""10308472565"", ""10289643764"", ""6458319057""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,145,2462141223,_,6.079870217945427e-06,6.136103365861345e-06,5.8226332839694805e-06,4.797354904439999e-06,6.087422207201598e-06,7.56187603201397e-07,5.108873210701859e-06,5.524944299395429e-06,5.015727310819784e-06,4.797354904439999e-06,1.278713881447402e-07,1.120376055041561e-06,1.0252783795294818e-06,0.46875,0.25,False,0.8174124360084534,"[178, 75, 174, 29]","[""3668283413"", ""10939270325"", ""3416359816"", ""10246013484""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,146,2465634368,_,1.1768207741624792e-06,1.4720178569405107e-06,1.0816826261361712e-06,9.737249229146983e-07,1.2795470638593542e-06,2.0991353721910855e-07,1.0866855291169486e-06,1.132228021560877e-06,1.0550083970883861e-06,9.737249229146983e-07,4.7027668870214256e-08,4.1700945985212456e-07,1.0795770322147291e-07,0.375,0.25,False,0.7167089581489563,"[108, 194, 154, 165]","[""13579448834"", ""4407899725"", ""2778088729"", ""3012435981""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,147,2499673064,_,4.137596533837495e-06,5.258272722130641e-06,4.342326974438038e-06,3.7397696814878145e-06,5.3048779591335915e-06,1.0047710929939058e-06,4.3710738282243256e-06,4.511047336563934e-06,4.133569291298045e-06,3.7397696814878145e-06,2.530354095142684e-07,1.1247034308325965e-06,6.025572929502232e-07,0.0625,0.0,True,0.7861078381538391,"[116, 134, 165, 0]","[""14414061986"", ""16563757295"", ""3012435981"", ""10000130166""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,148,2509250774,_,4.3005443330912385e-06,4.14926444136654e-06,3.657752131402958e-06,3.3298001653747633e-06,4.077494850207586e-06,3.9807184748497093e-07,3.668196086437092e-06,3.825410658464534e-06,3.4499209959903965e-06,3.3298001653747633e-06,1.2420368022958428e-07,6.993434453761438e-07,3.279519660281949e-07,0.71875,0.75,False,0.8314536213874817,"[206, 135, 72, 185]","[""4957886467"", ""16659090834"", ""10847897294"", ""3828103578""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,149,2542659118,_,6.904883775860071e-06,6.365544322761707e-06,5.1486867960193194e-06,5.1486867960193194e-06,6.282573394855717e-06,5.413231747297687e-07,5.6322887758142315e-06,5.884642632736359e-06,5.440689619717887e-06,5.1486867960193194e-06,1.7655419526363403e-07,9.248547030438203e-07,0.0,0.90625,0.75,False,0.854709267616272,"[239, 216, 136, 247]","[""7740990330"", ""5480070309"", ""16804898716"", ""9456627660""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,150,2630218696,_,2.4889852738851914e-06,2.6049758616863983e-06,2.331249334019958e-06,2.154652975150384e-06,2.5357865069963736e-06,2.1970771513224463e-07,2.2603830984735396e-06,2.3471600343327736e-06,2.2122876544017345e-06,2.154652975150384e-06,4.347630166989802e-08,3.926882072846638e-07,1.7659635886957403e-07,0.4375,0.5,False,0.8492545485496521,"[223, 78, 244, 211]","[""5906878321"", ""10980225216"", ""8396975855"", ""5194793239""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,151,2695985181,_,7.086510322551476e-06,6.267081062105717e-06,5.332503860699944e-06,5.332503860699944e-06,6.590660632355139e-06,5.979288175694819e-07,5.989710643916624e-06,6.273653070820728e-06,5.632255124510266e-06,5.332503860699944e-06,2.9007938451286464e-07,6.348259375954513e-07,0.0,0.84375,1.0,False,0.8987047076225281,"[51, 174, 247, 2]","[""10520382525"", ""3416359816"", ""9456627660"", ""10008553263""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,152,2698329253,_,3.11277040054847e-06,2.6979985250363825e-06,2.4350931653316366e-06,2.4189068881241838e-06,2.9073626137687825e-06,3.0660342531518836e-07,2.470134631948895e-06,2.7071373551734723e-06,2.4354542347282404e-06,2.4189068881241838e-06,1.6595626206594716e-08,2.625442903081421e-07,1.6186277207452804e-08,0.8125,1.0,False,0.9026892185211182,"[235, 167, 126, 205]","[""7387939334"", ""3102685146"", ""15210828119"", ""4938432980""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,153,2766580444,_,8.77759975992376e-06,8.969399459601846e-06,7.279316832864424e-06,6.640988885919796e-06,9.173059879685752e-06,1.2823468296119245e-06,7.244161679409444e-06,8.349044946953654e-06,6.9445432018255815e-06,6.640988885919796e-06,2.2035143842913385e-07,2.024856257776264e-06,6.383279469446279e-07,0.3125,0.25,False,0.7742484211921692,"[211, 159, 216, 138]","[""5194793239"", ""2895192729"", ""5480070309"", ""17140316339""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,154,2778088729,_,3.274890104876249e-06,3.4821284771169303e-06,2.843975153155043e-06,2.3787708869349444e-06,3.343094704177929e-06,3.0125755756671424e-07,3.0255780529842013e-06,3.2424231903860345e-06,2.746877498793765e-06,2.3787708869349444e-06,2.3570791540805658e-07,7.352509783231653e-07,4.6520426622009836e-07,0.40625,0.25,False,0.7888501286506653,"[140, 57, 18, 91]","[""19306860381"", ""10610974774"", ""10111706074"", ""12031178616""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,155,2808068937,_,2.822378974087769e-06,2.611551281006541e-06,2.2629085378866876e-06,2.199957634729799e-06,2.7349938136467244e-06,3.411535374198138e-07,2.3997133666853188e-06,2.5013550839503296e-06,2.3121713184082182e-06,2.199957634729799e-06,8.384985505927034e-08,2.993799625983229e-07,6.295090315688867e-08,0.6875,0.75,False,0.8853631615638733,"[204, 77, 68, 46]","[""4876943924"", ""10979853044"", ""10771238614"", ""10468313544""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,156,2811549163,_,4.233645086060278e-06,3.5018997550650965e-06,3.130630148007185e-06,2.358403889957117e-06,3.8760049392294604e-06,7.366517138507334e-07,3.1060155833984027e-06,3.3775941119529307e-06,2.869246600312181e-06,2.358403889957117e-06,2.9802325229866256e-07,6.326531547529157e-07,7.722262580500683e-07,0.65625,1.0,False,0.8193399906158447,"[56, 161, 222, 177]","[""10557361454"", ""2897653916"", ""5873098388"", ""3568893693""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,157,2819123278,_,2.2651011022389866e-06,2.019719659074326e-06,1.902457029245852e-06,1.7813189288062858e-06,2.1651007955370005e-06,2.440604589537543e-07,1.8827569192580995e-06,1.991411863855319e-06,1.8503326373320306e-06,1.7813189288062858e-06,4.0123435240957406e-08,1.6938702174229547e-07,1.211381004395662e-07,0.65625,1.0,False,0.9161334037780762,"[165, 154, 205, 176]","[""3012435981"", ""2778088729"", ""4938432980"", ""3535748358""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,158,2858344348,_,4.44329799620391e-07,1.416321424585476e-06,1.2365984503048821e-06,3.0236074621825537e-07,1.1080422837039805e-06,5.962826890026918e-07,4.216531124257017e-07,6.198239361765445e-07,3.608205361160799e-07,3.0236074621825537e-07,4.134713549319713e-08,1.0555008884693962e-06,9.342377325083362e-07,0.125,0.0,True,0.25475892424583435,"[114, 118, 227, 36]","[""14174434304"", ""14648401332"", ""6158154336"", ""10369815925""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,159,2895192729,_,7.968640602484811e-06,8.095129487628583e-06,5.703052465833025e-06,5.548949047806673e-06,8.369627721549477e-06,1.399398570356425e-06,6.728875177941518e-06,7.558051947853528e-06,5.98953965891269e-06,5.548949047806673e-06,4.4591396886062284e-07,2.1055898287158925e-06,1.541034180263523e-07,0.4375,0.5,False,0.7398942112922668,"[136, 207, 196, 78]","[""16804898716"", ""4965189170"", ""4543136011"", ""10980225216""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,160,2897081671,_,3.1829820272832876e-06,3.361902372489567e-06,3.176529389747884e-06,2.5769820695131784e-06,3.465054987827898e-06,5.510644882633642e-07,2.9248674309201306e-06,3.052472493436653e-06,2.7846604098158423e-06,2.5769820695131784e-06,1.2769140766977216e-07,5.772419626737246e-07,5.995473202347057e-07,0.375,0.25,False,0.8282989859580994,"[184, 17, 135, 57]","[""3801318146"", ""10110769444"", ""16659090834"", ""10610974774""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,161,2897653916,_,3.564479584383662e-06,3.2306063530995743e-06,2.677547854545992e-06,2.677547854545992e-06,3.4131498978240415e-06,4.510926316925179e-07,2.8652184482780285e-06,3.1248857794707874e-06,2.7491553282743553e-06,2.677547854545992e-06,6.813144892703349e-08,4.814510248252191e-07,0.0,0.71875,0.75,False,0.8509719371795654,"[13, 20, 201, 126]","[""10079676496"", ""10119736773"", ""4755507106"", ""15210828119""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,162,2907554899,_,4.195553628960624e-06,5.017521289119031e-06,4.770946361531969e-06,3.6131796150584705e-06,4.563860784401186e-06,4.867221718996007e-07,4.02594150727964e-06,4.130493380216649e-06,3.825076419161633e-06,3.6131796150584705e-06,1.4725722508046601e-07,1.1924448699573986e-06,1.1577667464734986e-06,0.28125,0.0,True,0.7623438239097595,"[216, 95, 26, 192]","[""5480070309"", ""12158276143"", ""10202025415"", ""4303617148""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,163,2935372113,_,1.0887075632126653e-06,1.1380395790183684e-06,8.328883041031077e-07,8.328883041031077e-07,1.1322304089844692e-06,2.3518470015915227e-07,8.610174973000539e-07,9.390396940034407e-07,8.471492947137449e-07,8.328883041031077e-07,9.82560788287401e-09,2.908902843046235e-07,0.0,0.53125,0.5,False,0.744393527507782,"[136, 70, 165, 203]","[""16804898716"", ""10796050285"", ""3012435981"", ""4767923306""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,164,2961466546,_,4.2685852008617076e-07,6.203181897035392e-07,5.62859838737495e-07,4.031152798233961e-07,5.869762844668003e-07,9.098633313442406e-08,4.927440500068769e-07,5.062279342382681e-07,4.6148693400027696e-07,4.031152798233961e-07,3.447749463703076e-08,1.5883125570326229e-07,1.597445589140989e-07,0.03125,0.0,True,0.7439519762992859,"[235, 12, 33, 192]","[""7387939334"", ""10069511285"", ""10289643764"", ""4303617148""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,165,3012435981,_,1.732989744596125e-06,1.6501028312632116e-06,1.3367982774070697e-06,1.1811359854618786e-06,1.7482827843195992e-06,3.244919923872658e-07,1.3394856068771333e-06,1.534378384349111e-06,1.2605753454408841e-06,1.1811359854618786e-06,7.442688598757741e-08,3.8952748582232744e-07,1.556622919451911e-07,0.5,0.75,False,0.7639374732971191,"[43, 118, 47, 27]","[""10441843213"", ""14648401332"", ""10476442285"", ""10221582415""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,166,3052033339,_,1.623816729079408e-06,1.5270743460860103e-06,1.2803318441001466e-06,1.2312731314523262e-06,1.51182553054241e-06,1.594382439407127e-07,1.283379788219463e-06,1.4074498722038697e-06,1.25169719922269e-06,1.2312731314523262e-06,1.9259854155961875e-08,2.753771468633204e-07,4.905871264782036e-08,0.8125,0.5,False,0.8196701407432556,"[36, 53, 203, 81]","[""10369815925"", ""10548273474"", ""4767923306"", ""11050409385""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,167,3102685146,_,3.4805650557245826e-06,3.7045879253128078e-06,3.145727305309265e-06,3.097897661064053e-06,3.788494723266922e-06,3.9460346101805044e-07,3.2362081583414692e-06,3.495028977340553e-06,3.1596521239407593e-06,3.097897661064053e-06,4.87397748827334e-08,5.449358013720484e-07,4.7829644245211966e-08,0.25,0.25,False,0.8529024720191956,"[122, 2, 28, 177]","[""14742398172"", ""10008553263"", ""10234680056"", ""3568893693""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,168,3109408703,_,6.660328381258296e-06,8.952230018621776e-06,8.167646228685044e-06,5.8542436818243004e-06,8.129012712743133e-06,1.3556707472162088e-06,6.348882834572578e-06,6.9577044996549375e-06,6.208168997545727e-06,5.8542436818243004e-06,2.0478300655213388e-07,2.7440610210760497e-06,2.3134025468607433e-06,0.21875,0.0,True,0.6934773921966553,"[231, 113, 105, 136]","[""6669466181"", ""14172932360"", ""13234495505"", ""16804898716""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,169,3202731977,_,4.4521016206999775e-06,5.623199740512064e-06,5.352243078959873e-06,2.9609848297695862e-06,5.834876446897397e-06,1.2145671917096479e-06,4.388117304188199e-06,5.089456863061059e-06,3.885537807946093e-06,2.9609848297695862e-06,5.460942134050129e-07,1.7376619325659703e-06,2.3912582491902867e-06,0.125,0.0,True,0.6909834146499634,"[88, 248, 141, 68]","[""11765015695"", ""9636000842"", ""20854461578"", ""10771238614""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,170,3207674548,_,1.4396078995559947e-06,1.5992229691619286e-06,1.3523851976060541e-06,1.3029019783061813e-06,1.636411639083235e-06,1.9537270645741955e-07,1.389634576298704e-06,1.4549004845321178e-06,1.3464268704410642e-06,1.3029019783061813e-06,3.0878350543162014e-08,2.527960987208644e-07,4.948321929987287e-08,0.25,0.25,False,0.8419256806373596,"[192, 206, 150, 193]","[""4303617148"", ""4957886467"", ""2630218696"", ""4351373013""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,171,3230152596,_,6.595224022021284e-06,5.847087777510751e-06,4.8836905079951975e-06,4.851750418310985e-06,5.95162964600604e-06,6.741698257428652e-07,5.1855872698070016e-06,5.518093985301675e-06,4.9476275307824835e-06,4.851750418310985e-06,1.3602307546989323e-07,8.994602467282675e-07,3.194008968421258e-08,0.84375,0.75,False,0.8461695313453674,"[227, 183, 206, 169]","[""6158154336"", ""3790233127"", ""4957886467"", ""3202731977""]","[""_"", ""_"", ""_"", ""_""]"
